uniprot_id,Reviewed,Gene Names,Organism,Length,pathogen,disease_name
Q7VXN2,reviewed,surE BP1719,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),252,bordetella_pertussis,Pertussis
Q7VXN3,reviewed,plsY BP1718,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),215,bordetella_pertussis,Pertussis
Q7VXN4,reviewed,tsaD gcp BP1716,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),346,bordetella_pertussis,Pertussis
Q7VXY3,reviewed,rph BP1588,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),246,bordetella_pertussis,Pertussis
Q7VXZ3,reviewed,gmk BP1578,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),215,bordetella_pertussis,Pertussis
Q7VXZ8,reviewed,dapA BP1570,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),292,bordetella_pertussis,Pertussis
Q7VY62,reviewed,gshB gsh-II BP1499,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),318,bordetella_pertussis,Pertussis
Q7VY64,reviewed,thrS BP1497,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),649,bordetella_pertussis,Pertussis
Q7VY73,reviewed,leuB BP1483,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),358,bordetella_pertussis,Pertussis
Q7VY75,reviewed,leuC BP1481,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),467,bordetella_pertussis,Pertussis
Q7VY88,reviewed,mobA BP1466,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),197,bordetella_pertussis,Pertussis
Q7VY92,reviewed,aroC BP1462,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),353,bordetella_pertussis,Pertussis
Q7VY99,reviewed,tal BP1451,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),320,bordetella_pertussis,Pertussis
Q7VYB6,reviewed,rnhB BP1433,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),201,bordetella_pertussis,Pertussis
Q7VYB9,reviewed,fabZ BP1430,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),151,bordetella_pertussis,Pertussis
Q7VYC4,reviewed,dxr BP1425,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),399,bordetella_pertussis,Pertussis
Q7VYC8,reviewed,pyrH smbA BP1421,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),238,bordetella_pertussis,Pertussis
Q7VYD2,reviewed,glnD BP1417,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),865,bordetella_pertussis,Pertussis
Q7VYK0,reviewed,glgB BP1328,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),731,bordetella_pertussis,Pertussis
Q7VYM4,reviewed,psd BP1294,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),297,bordetella_pertussis,Pertussis
Q7VYN2,reviewed,ugpC BP1284,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),362,bordetella_pertussis,Pertussis
Q7VYQ0,reviewed,glnE BP1260,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),941,bordetella_pertussis,Pertussis
Q7VYQ1,reviewed,queH BP1259,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),219,bordetella_pertussis,Pertussis
Q7VYS2,reviewed,ispH lytB BP1237,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),325,bordetella_pertussis,Pertussis
Q7VYS5,reviewed,kynB BP1234,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),209,bordetella_pertussis,Pertussis
Q7VYS6,reviewed,kynA BP1233,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),284,bordetella_pertussis,Pertussis
Q7VYV6,reviewed,clpB BP1198,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),865,bordetella_pertussis,Pertussis
Q7VZ05,reviewed,trpS BP1143,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),451,bordetella_pertussis,Pertussis
Q7VZ31,reviewed,lolD BP1108,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),231,bordetella_pertussis,Pertussis
Q7VZ37,reviewed,lysS BP1102,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),506,bordetella_pertussis,Pertussis
Q7VZ47,reviewed,ydiU selO BP1090,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),487,bordetella_pertussis,Pertussis
Q7VZ56,reviewed,rlmE ftsJ rrmJ BP1078,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),210,bordetella_pertussis,Pertussis
Q7VZ59,reviewed,glmM BP1075,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),452,bordetella_pertussis,Pertussis
Q7VZ66,reviewed,pstB phoT BP1068,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),258,bordetella_pertussis,Pertussis
Q7VZ72,reviewed,ubiD BP1060,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),514,bordetella_pertussis,Pertussis
Q7VZ79,reviewed,upp BP1052,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),213,bordetella_pertussis,Pertussis
Q7VZ86,reviewed,miaB BP1041,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),447,bordetella_pertussis,Pertussis
Q7VZ94,reviewed,cheB BP1032,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),350,bordetella_pertussis,Pertussis
Q7VZB8,reviewed,pgk BP1001,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),397,bordetella_pertussis,Pertussis
Q7VZC8,reviewed,folD1 BP0990,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),283,bordetella_pertussis,Pertussis
Q7VZE5,reviewed,cysA BP0969,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),354,bordetella_pertussis,Pertussis
Q7VZF5,reviewed,hldD htrM rfaD BP0955,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),329,bordetella_pertussis,Pertussis
Q7VZG1,reviewed,cmk BP0949,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),223,bordetella_pertussis,Pertussis
Q7VZG4,reviewed,serC BP0945,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),377,bordetella_pertussis,Pertussis
Q7VZG7,reviewed,ubiG BP0942,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),241,bordetella_pertussis,Pertussis
Q7VZM9,reviewed,fbp BP0868,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),339,bordetella_pertussis,Pertussis
Q7VZN1,reviewed,ispF mecS BP0866,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),162,bordetella_pertussis,Pertussis
Q7VZP5,reviewed,nuoK BP0851,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),102,bordetella_pertussis,Pertussis
Q7VZP7,reviewed,nuoI BP0849,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),162,bordetella_pertussis,Pertussis
Q7VZP8,reviewed,nuoH BP0848,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),357,bordetella_pertussis,Pertussis
Q7VZQ4,reviewed,nuoB BP0842,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),158,bordetella_pertussis,Pertussis
Q7VZT5,reviewed,tpiA tpi BP0801,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),248,bordetella_pertussis,Pertussis
Q7VZU0,reviewed,pnp BP0795,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),719,bordetella_pertussis,Pertussis
Q7VZX6,reviewed,obg BP0747,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),377,bordetella_pertussis,Pertussis
Q7VZX7,reviewed,proB BP0746,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),378,bordetella_pertussis,Pertussis
Q7W001,reviewed,aspS BP0709,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),596,bordetella_pertussis,Pertussis
Q7W006,reviewed,purT BP0702,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),404,bordetella_pertussis,Pertussis
Q7W022,reviewed,prmC hemK BP0679,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),270,bordetella_pertussis,Pertussis
Q7W039,reviewed,mtgA BP0326,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),242,bordetella_pertussis,Pertussis
Q7W044,reviewed,pyrB BP0321,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),317,bordetella_pertussis,Pertussis
Q7W049,reviewed,thiE BP0316,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),217,bordetella_pertussis,Pertussis
Q7W050,reviewed,hemL BP0315,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),427,bordetella_pertussis,Pertussis
Q7W069,reviewed,ilvD1 BP0289,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),619,bordetella_pertussis,Pertussis
Q7W089,reviewed,apt BP0264,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),182,bordetella_pertussis,Pertussis
Q7W0A2,reviewed,fumC BP0248,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),463,bordetella_pertussis,Pertussis
Q7W0A7,reviewed,purM BP0242,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),349,bordetella_pertussis,Pertussis
Q7W0D1,reviewed,queC BP0214,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),244,bordetella_pertussis,Pertussis
Q7W0D3,reviewed,vgb BP0212,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),299,bordetella_pertussis,Pertussis
Q7W0D7,reviewed,thiC BP0206,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),637,bordetella_pertussis,Pertussis
Q7W0E3,reviewed,gcvP BP0197,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),954,bordetella_pertussis,Pertussis
Q7W0F2,reviewed,dcd BP0185,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),187,bordetella_pertussis,Pertussis
Q7W0F7,reviewed,metG BP0180,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),692,bordetella_pertussis,Pertussis
Q7W0H1,reviewed,ubiE BP0161,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),258,bordetella_pertussis,Pertussis
Q7W0K8,reviewed,lipA BP0106,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),333,bordetella_pertussis,Pertussis
Q7W0K9,reviewed,lipB BP0105,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),220,bordetella_pertussis,Pertussis
Q7W0P6,reviewed,metXS BP0047,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),415,bordetella_pertussis,Pertussis
Q7W0R8,reviewed,rpoC tabB BP0016,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),1414,bordetella_pertussis,Pertussis
Q9X6Y8,reviewed,murB BP2510,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),351,bordetella_pertussis,Pertussis
Q9X6Y9,reviewed,dapB BP2509,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),269,bordetella_pertussis,Pertussis
O30444,reviewed,pxpA BP0150,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),252,bordetella_pertussis,Pertussis
P05788,reviewed,fim2 BP1119,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),207,bordetella_pertussis,Pertussis
P09808,reviewed,fimX BP2674,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),201,bordetella_pertussis,Pertussis
P0A320,reviewed,BP0824,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),150,bordetella_pertussis,Pertussis
P0A3E3,reviewed,fur BP2507,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),139,bordetella_pertussis,Pertussis
P0A3X2,reviewed,BP3529,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),226,bordetella_pertussis,Pertussis
P0A4C5,reviewed,rpsD BP3641,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),207,bordetella_pertussis,Pertussis
P0A4R4,reviewed,ureD BP3172,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),284,bordetella_pertussis,Pertussis
P0DKX9,reviewed,cyaD BP0762,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),440,bordetella_pertussis,Pertussis
P0DKY0,reviewed,cyaE BP0763,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),474,bordetella_pertussis,Pertussis
P12255,reviewed,fhaB BP1879,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),3590,bordetella_pertussis,Pertussis
P17835,reviewed,fim3 BP1568,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),204,bordetella_pertussis,Pertussis
P33409,reviewed,fimB fhaD BP1881,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),244,bordetella_pertussis,Pertussis
P33410,reviewed,fimC fhaA BP1882,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),873,bordetella_pertussis,Pertussis
P37369,reviewed,sodB BP2761,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),192,bordetella_pertussis,Pertussis
P40415,reviewed,BP3561,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),258,bordetella_pertussis,Pertussis
P65199,reviewed,alcA BP2456,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),461,bordetella_pertussis,Pertussis
P65852,reviewed,truB BP1249,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),244,bordetella_pertussis,Pertussis
P66846,reviewed,ssb BP3662,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),166,bordetella_pertussis,Pertussis
P67673,reviewed,priB BP2795,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),107,bordetella_pertussis,Pertussis
P67690,reviewed,zapD BP3816,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),253,bordetella_pertussis,Pertussis
Q00879,reviewed,fhaE fimD BP1883,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),376,bordetella_pertussis,Pertussis
Q08530,reviewed,btr BP1197,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),242,bordetella_pertussis,Pertussis
Q45388,reviewed,tex BP1144,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),791,bordetella_pertussis,Pertussis
Q45390,reviewed,ptlA BP3788,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),102,bordetella_pertussis,Pertussis
Q45391,reviewed,ptlB BP3789,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),104,bordetella_pertussis,Pertussis
Q7U361,reviewed,trmD BP1841,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),257,bordetella_pertussis,Pertussis
Q7VS46,reviewed,secB BP0604,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),175,bordetella_pertussis,Pertussis
Q7VS51,reviewed,BP0598,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),413,bordetella_pertussis,Pertussis
Q7VS88,reviewed,def2 BP0552,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),170,bordetella_pertussis,Pertussis
Q7VS89,reviewed,fmt BP0551,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),312,bordetella_pertussis,Pertussis
Q7VSD8,reviewed,rnpA BP0493,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),123,bordetella_pertussis,Pertussis
Q7VSD9,reviewed,rpmH BP0492,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),44,bordetella_pertussis,Pertussis
Q7VSN1,reviewed,gatC BP0373,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),102,bordetella_pertussis,Pertussis
Q7VSN2,reviewed,gatA BP0372,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),512,bordetella_pertussis,Pertussis
Q7VSN3,reviewed,gatB BP0371,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),484,bordetella_pertussis,Pertussis
Q7VST8,reviewed,cheD BP3834,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),215,bordetella_pertussis,Pertussis
Q7VSX4,reviewed,ptlG BP3795,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),374,bordetella_pertussis,Pertussis
Q7VSY1,reviewed,tatB BP3778,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),147,bordetella_pertussis,Pertussis
Q7VSY2,reviewed,tatA BP3777,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),75,bordetella_pertussis,Pertussis
Q7VSY4,reviewed,hisE BP3775,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),115,bordetella_pertussis,Pertussis
Q7VSY7,reviewed,hisA BP3772,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),246,bordetella_pertussis,Pertussis
Q7VSY9,reviewed,hisB BP3770,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),195,bordetella_pertussis,Pertussis
Q7VSZ0,reviewed,hisC2 BP3769,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),365,bordetella_pertussis,Pertussis
Q7VSZ2,reviewed,hisG BP3767,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),223,bordetella_pertussis,Pertussis
Q7VT22,reviewed,ctaB BP3735,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),297,bordetella_pertussis,Pertussis
Q7VT92,reviewed,BP3658,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),384,bordetella_pertussis,Pertussis
Q7VT96,reviewed,cyaY BP3654,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),109,bordetella_pertussis,Pertussis
Q7VTA1,reviewed,engB BP3649,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),207,bordetella_pertussis,Pertussis
Q7VTA6,reviewed,rplQ BP3643,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),131,bordetella_pertussis,Pertussis
Q7VTA7,reviewed,rpsK BP3640,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),133,bordetella_pertussis,Pertussis
Q7VTA8,reviewed,rpsM BP3639,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),121,bordetella_pertussis,Pertussis
Q7VTA9,reviewed,rpmJ BP3638,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),37,bordetella_pertussis,Pertussis
Q7VTB0,reviewed,infA2 BP3637,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),72,bordetella_pertussis,Pertussis
Q7VTB2,reviewed,rplO BP3635,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),146,bordetella_pertussis,Pertussis
Q7VTB3,reviewed,rpmD BP3634,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),61,bordetella_pertussis,Pertussis
Q7VTB4,reviewed,rpsE BP3633,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),174,bordetella_pertussis,Pertussis
Q7VTB5,reviewed,rplR BP3632,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),120,bordetella_pertussis,Pertussis
Q7VTB6,reviewed,rplF BP3631,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),177,bordetella_pertussis,Pertussis
Q7VTB7,reviewed,rpsH BP3630,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),131,bordetella_pertussis,Pertussis
Q7VTB8,reviewed,rpsN BP3629,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),101,bordetella_pertussis,Pertussis
Q7VTB9,reviewed,rplE BP3628,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),179,bordetella_pertussis,Pertussis
Q7VTC0,reviewed,rplX BP3627,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),106,bordetella_pertussis,Pertussis
Q7VTC1,reviewed,rplN BP3626,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),122,bordetella_pertussis,Pertussis
Q7VTC4,reviewed,rpsQ BP3622,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),93,bordetella_pertussis,Pertussis
Q7VTC5,reviewed,rpmC BP3621,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),63,bordetella_pertussis,Pertussis
Q7VTC6,reviewed,rplP BP3620,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),138,bordetella_pertussis,Pertussis
Q7VTC7,reviewed,rpsC BP3619,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),263,bordetella_pertussis,Pertussis
Q7VTC8,reviewed,rplV BP3618,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),109,bordetella_pertussis,Pertussis
Q7VTC9,reviewed,rpsS BP3617,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),91,bordetella_pertussis,Pertussis
Q7VTD0,reviewed,rplB BP3616,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),275,bordetella_pertussis,Pertussis
Q7VTD1,reviewed,rplW BP3615,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),98,bordetella_pertussis,Pertussis
Q7VTD2,reviewed,rplD BP3614,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),205,bordetella_pertussis,Pertussis
Q7VTD3,reviewed,rplC BP3613,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),233,bordetella_pertussis,Pertussis
Q7VTD4,reviewed,rpsJ BP3612,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),103,bordetella_pertussis,Pertussis
Q7VTD5,reviewed,fusA BP3610,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),700,bordetella_pertussis,Pertussis
Q7VTD6,reviewed,rpsG BP3609,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),156,bordetella_pertussis,Pertussis
Q7VTD7,reviewed,rpsL BP3608,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),125,bordetella_pertussis,Pertussis
Q7VTF0,reviewed,trpA BP3590,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),285,bordetella_pertussis,Pertussis
Q7VTF1,reviewed,trpB BP3589,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),399,bordetella_pertussis,Pertussis
Q7VTF7,reviewed,pncB BP3583,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),405,bordetella_pertussis,Pertussis
Q7VTK0,reviewed,kup trkD BP3536,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),636,bordetella_pertussis,Pertussis
Q7VTK4,reviewed,rlmB BP3527,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),245,bordetella_pertussis,Pertussis
