drugbank_id,disease,label
DB05015,idiopathic pulmonary fibrosis,0
DB00745,parkinson disease,1
DB00210,asthma,0
DB00264,long qt syndrome,1
DB06742,crohn disease,0
DB01229,barrett esophagus,1
DB04786,leishmaniasis,0
DB00959,narcolepsy,0
DB00683,parkinson disease,1
DB00323,parkinson disease,1
DB00328,coronary artery disease,1
DB00537,vitiligo,0
DB15759,cystic fibrosis,0
DB00107,fanconi anemia,0
DB00712,barrett esophagus,0
DB00490,osteoporosis,0
DB01083,osteosarcoma,0
DB08897,cataract,0
DB00999,hyperprolactinemia,0
DB06285,nephrotic syndrome,0
DB01188,huntington disease,0
DB00285,cryptorchidism,0
DB09258,idiopathic pulmonary fibrosis,0
DB00379,sarcoidosis,0
DB11986,leishmaniasis,0
DB06168,prader-willi syndrome,1
DB00165,psoriasis,1
DB00999,leber congenital amaurosis,0
DB00761,hypoplastic left heart syndrome,1
DB00889,leishmaniasis,0
DB04868,neural tube defects,0
DB11089,cholangiocarcinoma,0
DB06825,sarcoidosis,0
DB00878,rhabdomyosarcoma,0
DB09074,cataract,0
DB11672,optic atrophy,1
DB05295,q fever,0
DB16650,dengue,0
DB00213,hyperprolactinemia,0
DB00755,coronary artery disease,1
DB00481,disseminated intravascular coagulation,0
DB00004,psoriasis,0
DB00175,leishmaniasis,0
DB00564,narcolepsy,0
DB00121,sarcoidosis,0
DB00420,atherosclerosis,0
DB00315,disseminated intravascular coagulation,0
DB11126,burkitt lymphoma,0
DB11089,fanconi anemia,1
DB00460,glaucoma,0
DB06643,costello syndrome,0
DB00204,intervertebral disc disease,0
DB12159,asthma,1
DB00925,breast cancer,0
DB01592,rhabdomyosarcoma,0
DB00305,costello syndrome,0
DB00935,hypospadias,0
DB00175,cystic fibrosis,1
DB00307,nephrotic syndrome,0
DB09494,hypospadias,0
DB06334,hirschsprung disease,0
DB00744,idiopathic pulmonary fibrosis,1
DB08808,multiple myeloma,0
DB09322,neuroblastoma,0
DB00262,hypotrichosis,0
DB00741,multiple sclerosis,1
DB00855,hypotrichosis,0
DB06809,celiac disease,0
DB00584,idiopathic pulmonary fibrosis,1
DB06697,tuberculosis,0
DB00341,cataract,0
DB00675,prader-willi syndrome,1
DB01076,optic atrophy,1
DB00341,costello syndrome,1
DB00663,atherosclerosis,0
DB00203,asthma,0
DB08836,burkitt lymphoma,0
DB00205,coronary artery disease,0
DB14967,rhabdomyosarcoma,0
DB01065,tuberculosis,0
DB12005,celiac disease,0
DB00337,hypoplastic left heart syndrome,0
DB00855,leishmaniasis,0
DB00636,coronary artery disease,1
DB00321,holoprosencephaly,0
DB13618,mitochondrial complex iii deficiency,0
DB04837,costello syndrome,0
DB14649,medulloblastoma,0
DB00287,osteosarcoma,0
DB01017,rhabdomyosarcoma,0
DB00920,marfan syndrome,0
DB06554,osteoporosis-pseudoglioma syndrome,1
DB09185,glioma,0
DB00695,nephrotic syndrome,1
DB01409,obsessive-compulsive disorder,0
DB00436,atherosclerosis,0
DB00819,glioma,0
DB00972,atypical hemolytic uremic syndrome,0
DB01217,breast cancer,1
DB00168,leishmaniasis,0
DB00987,diabetic retinopathy,0
DB14210,myasthenia gravis,0
DB00564,osteoporosis-pseudoglioma syndrome,1
DB00855,breast cancer,0
DB00605,q fever,1
DB00210,sarcoidosis,0
DB00668,idiopathic pulmonary fibrosis,1
DB00752,optic atrophy,0
DB01275,crohn disease,1
DB01143,hirschsprung disease,1
DB09302,multiple myeloma,0
DB09280,atypical hemolytic uremic syndrome,0
DB01283,hyperprolactinemia,0
DB00737,dengue,0
DB09213,asthma,0
DB11738,lymphangioleiomyomatosis,0
DB00709,dyskeratosis congenita,0
DB00949,costello syndrome,1
DB00193,common variable immunodeficiency,0
DB00822,dengue,0
DB00363,parkinson disease,1
DB06535,neuroblastoma,0
DB00479,mitochondrial complex iii deficiency,0
DB00318,barrett esophagus,0
DB00087,hypoplastic left heart syndrome,0
DB04835,coronary artery disease,1
DB00648,neuroblastoma,0
DB11118,nephrotic syndrome,0
DB09029,optic atrophy,0
DB00507,sarcoidosis,0
DB01046,obsessive-compulsive disorder,0
DB13573,narcolepsy,0
DB01299,glioma,0
DB06179,nephrotic syndrome,0
DB00389,narcolepsy,0
DB04743,cystic fibrosis,1
DB00661,hirschsprung disease,1
DB09069,optic atrophy,0
DB00115,fanconi anemia,1
DB00939,hirschsprung disease,0
DB00139,breast cancer,0
DB11563,dengue,0
DB00281,nephrotic syndrome,0
DB03128,glaucoma,1
DB01057,hypoplastic left heart syndrome,0
DB09019,common variable immunodeficiency,0
DB00681,barrett esophagus,1
DB01213,obsessive-compulsive disorder,0
DB00349,costello syndrome,0
DB11637,tuberculosis,1
DB01065,leber congenital amaurosis,0
DB06151,noonan syndrome,0
DB00678,crohn disease,1
DB14936,nephrotic syndrome,0
DB13941,dyskeratosis congenita,0
DB00398,q fever,0
DB14011,parkinson disease,0
DB01115,atherosclerosis,1
DB00415,q fever,1
DB00727,q fever,0
DB00479,cystic fibrosis,1
DB00532,tuberculosis,0
DB00867,dengue,0
DB00316,neural tube defects,0
DB01320,q fever,0
DB00640,nephrotic syndrome,0
DB04856,disseminated intravascular coagulation,0
DB01115,hyperprolactinemia,0
DB06201,rhabdomyosarcoma,0
DB00465,narcolepsy,0
DB00584,coronary artery disease,1
DB08890,costello syndrome,0
DB01380,sarcoidosis,1
DB13180,q fever,0
DB00822,malaria,0
DB12835,graves disease,0
DB00780,narcolepsy,1
DB08881,multiple myeloma,1
DB00257,narcolepsy,0
DB00641,noonan syndrome,1
DB02925,obsessive-compulsive disorder,0
DB00435,atherosclerosis,1
DB00220,lupus nephritis,1
DB00433,sarcoidosis,0
DB01118,costello syndrome,1
DB01222,frontotemporal lobar degeneration,0
DB01205,costello syndrome,1
DB00834,atypical hemolytic uremic syndrome,0
DB00748,cryptorchidism,0
DB09526,mitochondrial complex iii deficiency,0
DB06756,lymphangioleiomyomatosis,0
DB00921,rhabdomyosarcoma,0
DB09061,coronary artery disease,1
DB09082,osteoporosis-pseudoglioma syndrome,0
DB11315,long qt syndrome,0
DB14811,hypospadias,0
DB06154,breast cancer,0
DB01234,celiac disease,0
DB00122,neural tube defects,0
DB00934,disseminated intravascular coagulation,0
DB01190,mitochondrial complex iii deficiency,0
DB00873,burkitt lymphoma,0
DB00864,cystic fibrosis,1
DB11248,obsessive-compulsive disorder,0
DB11507,glaucoma,1
DB01149,medulloblastoma,0
DB11135,retinitis pigmentosa,0
DB11563,idiopathic pulmonary fibrosis,0
DB00420,hypotrichosis,0
DB08918,dengue,0
DB01047,celiac disease,0
DB00168,neuroblastoma,0
DB00907,atherosclerosis,0
DB14125,diabetic retinopathy,0
DB12917,myopia,0
DB00545,myasthenia gravis,1
DB00860,obsessive-compulsive disorder,1
DB00514,hirschsprung disease,0
DB04942,psoriasis,1
DB09477,myopia,0
DB06415,psoriasis,0
DB01337,asthma,1
DB15900,obsessive-compulsive disorder,0
DB00231,myopia,0
DB01611,osteoporosis-pseudoglioma syndrome,1
DB01050,frontotemporal lobar degeneration,1
DB04398,cystic fibrosis,0
DB12825,dyskeratosis congenita,0
DB11110,idiopathic pulmonary fibrosis,0
DB00313,rhabdomyosarcoma,1
DB05185,coronary artery disease,0
DB01367,dengue,0
DB01601,glaucoma,0
DB00588,celiac disease,0
DB08895,psoriasis,1
DB11638,sarcoidosis,0
DB00605,psoriasis,0
DB00413,cataract,0
DB11714,nephrotic syndrome,0
DB00655,prader-willi syndrome,0
DB01024,neuroblastoma,1
DB06154,osteosarcoma,0
DB09146,fanconi anemia,1
DB04897,dyskeratosis congenita,0
DB00437,hypoplastic left heart syndrome,1
DB00482,crohn disease,1
DB06603,malaria,0
DB01042,hirschsprung disease,1
DB01165,tuberculosis,1
DB01280,multiple myeloma,0
DB01077,diabetic retinopathy,0
DB01193,cryptorchidism,0
DB00883,hypoplastic left heart syndrome,1
DB01137,asthma,0
DB01275,marfan syndrome,0
DB01059,diabetic retinopathy,0
DB08906,osteosarcoma,0
DB09477,dyskeratosis congenita,0
DB05676,dyskeratosis congenita,0
DB01576,obsessive-compulsive disorder,0
DB00783,hyperprolactinemia,0
DB13729,intervertebral disc disease,0
DB15528,malaria,0
DB01182,fanconi anemia,0
DB12020,meningioma,0
DB00673,breast cancer,1
DB01050,sarcoidosis,0
DB09241,gout,0
DB06654,cryptorchidism,0
DB11157,hypospadias,0
DB01257,multiple sclerosis,0
DB00685,myopia,0
DB00761,celiac disease,0
DB00312,intervertebral disc disease,0
DB00775,cystic fibrosis,0
DB06698,atherosclerosis,1
DB00843,long qt syndrome,0
DB01059,leishmaniasis,0
DB00188,multiple myeloma,1
DB04574,costello syndrome,1
DB00661,sarcoidosis,0
DB00112,lupus nephritis,0
DB00065,diabetic retinopathy,1
DB00806,atherosclerosis,1
DB08916,celiac disease,0
DB00460,costello syndrome,1
DB00092,atypical hemolytic uremic syndrome,0
DB01186,cholangiocarcinoma,0
DB00254,crohn disease,1
DB06470,hypospadias,0
DB00331,fanconi anemia,0
DB09279,neural tube defects,0
DB00270,common variable immunodeficiency,0
DB08885,intervertebral disc disease,0
DB00863,dyskeratosis congenita,0
DB01114,graves disease,0
DB01083,rhabdomyosarcoma,0
DB06715,glaucoma,0
DB00512,cystic fibrosis,1
DB05063,leber congenital amaurosis,0
DB00637,myasthenia gravis,0
DB00103,costello syndrome,0
DB09302,rhabdomyosarcoma,0
DB15941,hyperprolactinemia,0
DB00520,narcolepsy,0
DB01065,breast cancer,1
DB00855,neural tube defects,0
DB01114,idiopathic pulmonary fibrosis,1
DB00915,frontotemporal lobar degeneration,0
DB00936,fanconi anemia,0
DB00531,myasthenia gravis,1
DB00073,idiopathic pulmonary fibrosis,1
DB01545,glaucoma,0
DB09208,fanconi anemia,0
DB00361,idiopathic pulmonary fibrosis,0
DB13180,leishmaniasis,0
DB11989,idiopathic pulmonary fibrosis,0
DB00928,hypertriglyceridemia,0
DB11507,myopia,0
DB04948,leishmaniasis,0
DB11640,long qt syndrome,0
DB12825,lymphangioleiomyomatosis,0
DB00181,crohn disease,1
DB00958,coronary artery disease,0
DB00111,noonan syndrome,0
DB11596,costello syndrome,0
DB00956,cryptorchidism,0
DB04896,coronary artery disease,0
DB09248,graves disease,0
DB16405,frontotemporal lobar degeneration,0
DB13180,graves disease,0
DB00744,hypertriglyceridemia,0
DB00608,barrett esophagus,0
DB00661,hypoplastic left heart syndrome,1
DB00710,mitochondrial complex iii deficiency,0
DB08900,idiopathic pulmonary fibrosis,0
DB01260,huntington disease,1
DB01080,glaucoma,0
DB01017,parkinson disease,1
DB06756,neuroblastoma,0
DB00519,hypotrichosis,0
DB00620,lupus nephritis,1
DB00884,neural tube defects,0
DB11989,noonan syndrome,0
DB15067,marfan syndrome,0
DB04960,myasthenia gravis,0
DB06809,multiple myeloma,1
DB00040,osteoporosis-pseudoglioma syndrome,1
DB00650,coronary artery disease,1
DB09086,neuroblastoma,0
DB01411,parkinson disease,0
DB01282,obsessive-compulsive disorder,0
DB08876,obsessive-compulsive disorder,0
DB00636,noonan syndrome,0
DB11825,diabetic retinopathy,1
DB15992,common variable immunodeficiency,1
DB12243,crohn disease,1
DB06827,glaucoma,0
DB00103,glaucoma,0
DB09281,osteosarcoma,0
DB09477,coronary artery disease,0
DB00528,asthma,0
DB00468,malaria,1
DB14125,burkitt lymphoma,0
DB06215,lymphangioleiomyomatosis,0
DB00836,narcolepsy,0
DB11677,long qt syndrome,1
DB01586,gout,0
DB00921,noonan syndrome,0
DB08816,meningioma,0
DB00748,common variable immunodeficiency,1
DB00825,noonan syndrome,0
DB00635,graves disease,1
DB00073,holoprosencephaly,0
DB14811,malaria,0
DB13133,celiac disease,0
DB14509,myasthenia gravis,0
DB00812,nephrotic syndrome,1
DB09107,intervertebral disc disease,0
DB00784,rhabdomyosarcoma,0
DB06698,gout,0
DB00574,dengue,0
DB06690,retinitis pigmentosa,0
DB01277,cryptorchidism,0
DB09097,multiple myeloma,0
DB13873,retinitis pigmentosa,0
DB01616,cryptorchidism,0
DB13284,obsessive-compulsive disorder,0
DB00515,cholangiocarcinoma,1
DB00544,hyperprolactinemia,0
DB00379,optic atrophy,0
DB01131,osteoporosis,0
DB00426,hyperprolactinemia,0
DB00714,hypospadias,0
DB00602,coronary artery disease,1
DB13917,barrett esophagus,0
DB00108,multiple myeloma,1
DB11793,neural tube defects,1
DB01211,hirschsprung disease,1
DB01269,hypoplastic left heart syndrome,0
DB00518,parkinson disease,0
DB01167,osteosarcoma,0
DB02362,crohn disease,0
DB01223,vitiligo,0
DB00887,leishmaniasis,0
DB00342,disseminated intravascular coagulation,0
DB01010,hypospadias,0
DB08875,long qt syndrome,0
DB13928,asthma,0
DB01122,hypertriglyceridemia,0
DB11507,myopia,0
DB09526,multiple myeloma,0
DB04868,sarcoidosis,0
DB02703,crohn disease,1
DB00703,hypertriglyceridemia,0
DB14761,myasthenia gravis,0
DB09087,osteoporosis,0
DB15270,myasthenia gravis,1
DB01026,holoprosencephaly,0
DB09087,glioma,0
DB09481,fanconi anemia,0
DB00738,cystic fibrosis,0
DB01263,cystic fibrosis,0
DB11581,retinitis pigmentosa,0
DB13618,huntington disease,0
DB00158,burkitt lymphoma,0
DB00384,vitiligo,0
DB00451,dyskeratosis congenita,0
DB01620,coronary artery disease,0
DB00313,noonan syndrome,0
DB09274,q fever,1
DB09241,huntington disease,0
DB00244,osteosarcoma,0
DB09185,obsessive-compulsive disorder,1
DB04836,graves disease,0
DB00410,optic atrophy,0
DB00975,sarcoidosis,0
DB00957,diabetic retinopathy,0
DB00725,leishmaniasis,0
DB01288,disseminated intravascular coagulation,0
DB14011,tuberculosis,0
DB01117,atherosclerosis,0
DB00987,myopia,0
DB00065,glioma,0
DB04942,glaucoma,0
DB01611,myasthenia gravis,0
DB14507,dyskeratosis congenita,0
DB13762,idiopathic pulmonary fibrosis,0
DB09081,intervertebral disc disease,0
DB01366,meningioma,0
DB09236,atherosclerosis,1
DB08941,multiple sclerosis,0
DB00949,fanconi anemia,0
DB06594,cystic fibrosis,1
DB01041,barrett esophagus,0
DB00313,neural tube defects,0
DB01616,noonan syndrome,1
DB01626,marfan syndrome,0
DB00457,myopia,0
DB01553,diabetic retinopathy,0
DB00806,nephrotic syndrome,1
DB08897,hypertriglyceridemia,0
DB11507,sarcoidosis,0
DB00888,parkinson disease,0
DB00951,atherosclerosis,0
DB00457,q fever,0
DB01580,atypical hemolytic uremic syndrome,0
DB01170,crohn disease,1
DB15149,intervertebral disc disease,0
DB00636,atherosclerosis,1
DB06637,celiac disease,0
DB00186,costello syndrome,1
DB01281,leber congenital amaurosis,0
DB00598,marfan syndrome,0
DB01274,hypotrichosis,0
DB04828,leishmaniasis,0
DB09210,fanconi anemia,0
DB14026,cholangiocarcinoma,0
DB15071,osteoporosis-pseudoglioma syndrome,0
DB09244,obsessive-compulsive disorder,1
DB00707,neuroblastoma,0
DB04856,glaucoma,0
DB15561,glioma,0
DB04920,cataract,0
DB11652,holoprosencephaly,0
DB12240,psoriasis,0
DB00845,hirschsprung disease,1
DB01553,fanconi anemia,0
DB01248,hirschsprung disease,0
DB00682,malaria,0
DB00824,diabetic retinopathy,0
DB00440,cystic fibrosis,1
DB00571,graves disease,1
DB11620,gout,0
DB14967,long qt syndrome,0
DB00863,leber congenital amaurosis,0
DB00836,hypotrichosis,0
DB01072,dengue,0
DB01194,hypertriglyceridemia,0
DB14545,osteoporosis-pseudoglioma syndrome,0
DB00143,costello syndrome,0
DB08895,lupus nephritis,1
DB00315,lupus nephritis,0
DB16393,graves disease,0
DB01104,osteosarcoma,0
DB09267,hypertriglyceridemia,0
DB00570,huntington disease,0
DB00426,breast cancer,0
DB16145,neuroblastoma,0
DB01281,multiple sclerosis,1
DB01553,osteosarcoma,0
DB09230,crohn disease,1
DB12965,prader-willi syndrome,0
DB00224,neuroblastoma,0
DB00572,holoprosencephaly,0
DB00787,parkinson disease,0
DB08804,barrett esophagus,0
DB16393,hypotrichosis,0
DB12159,disseminated intravascular coagulation,0
DB06412,graves disease,0
DB06262,myopia,0
DB00822,disseminated intravascular coagulation,0
DB01234,sarcoidosis,1
DB00726,sarcoidosis,0
DB16393,huntington disease,0
DB01188,noonan syndrome,0
DB03793,atherosclerosis,0
DB00655,costello syndrome,1
DB00139,common variable immunodeficiency,0
DB00967,cystic fibrosis,0
DB13144,hirschsprung disease,0
DB00421,diabetic retinopathy,1
DB11396,glaucoma,1
DB00059,asthma,0
DB00959,osteoporosis-pseudoglioma syndrome,1
DB00487,q fever,1
DB00455,osteoporosis-pseudoglioma syndrome,0
DB05229,atherosclerosis,0
DB11366,osteoporosis-pseudoglioma syndrome,0
DB11938,coronary artery disease,0
DB00087,neuroblastoma,1
DB11637,nephrotic syndrome,0
DB09280,myopia,0
DB00392,osteoporosis,0
DB01171,atypical hemolytic uremic syndrome,0
DB06412,myasthenia gravis,0
DB13064,vitiligo,0
DB13316,hypertriglyceridemia,0
DB08816,rhabdomyosarcoma,0
DB00427,retinitis pigmentosa,0
DB16183,multiple sclerosis,0
DB00531,multiple sclerosis,1
DB00939,meningioma,0
DB01183,rhabdomyosarcoma,1
DB01380,crohn disease,1
DB06691,mitochondrial complex iii deficiency,0
DB09075,frontotemporal lobar degeneration,0
DB00640,glaucoma,0
DB00915,q fever,1
DB00624,multiple sclerosis,1
DB08868,retinitis pigmentosa,0
DB09206,coronary artery disease,0
DB00738,atherosclerosis,0
DB09082,long qt syndrome,0
DB00852,parkinson disease,0
DB04690,glaucoma,0
DB00425,narcolepsy,0
DB04743,coronary artery disease,0
DB09477,psoriasis,0
DB00134,graves disease,0
DB00559,cystic fibrosis,1
DB01112,medulloblastoma,0
DB15043,breast cancer,1
DB00425,celiac disease,0
DB00035,tuberculosis,0
DB06756,neural tube defects,1
DB00313,frontotemporal lobar degeneration,1
DB00470,optic atrophy,0
DB05869,multiple myeloma,0
DB01340,nephrotic syndrome,0
DB00863,myasthenia gravis,0
DB01083,diabetic retinopathy,0
DB00972,barrett esophagus,0
DB00400,mitochondrial complex iii deficiency,0
DB00291,glioma,0
DB00382,multiple myeloma,0
DB01112,myasthenia gravis,0
DB00784,long qt syndrome,0
DB01008,hyperprolactinemia,0
DB00678,cataract,1
DB00663,lupus nephritis,1
DB00529,cholangiocarcinoma,0
DB13262,barrett esophagus,0
DB00967,dengue,0
DB00790,cystic fibrosis,1
DB00907,narcolepsy,0
DB06083,hypoplastic left heart syndrome,0
DB08878,gout,0
DB01685,gout,1
DB00480,obsessive-compulsive disorder,0
DB04145,narcolepsy,0
DB01242,leber congenital amaurosis,0
DB11761,cholangiocarcinoma,0
DB06317,prader-willi syndrome,0
DB08885,graves disease,0
DB01035,disseminated intravascular coagulation,0
DB00480,costello syndrome,1
DB01003,psoriasis,0
DB09037,graves disease,0
DB05088,burkitt lymphoma,0
DB01306,asthma,1
DB01184,meningioma,0
DB01222,huntington disease,1
DB00829,psoriasis,0
DB00754,hypospadias,0
DB00325,cryptorchidism,0
DB00176,q fever,0
DB00635,crohn disease,1
DB12553,cataract,0
DB00002,multiple myeloma,1
DB09517,atherosclerosis,0
DB00524,leber congenital amaurosis,0
DB00842,hyperprolactinemia,0
DB00748,atypical hemolytic uremic syndrome,0
DB00620,narcolepsy,0
DB00715,intervertebral disc disease,1
DB01248,holoprosencephaly,0
DB00476,retinitis pigmentosa,0
DB14482,coronary artery disease,1
DB00177,tuberculosis,0
DB01586,cystic fibrosis,1
DB05773,osteosarcoma,0
DB08868,hypertriglyceridemia,0
DB00433,idiopathic pulmonary fibrosis,0
DB00627,mitochondrial complex iii deficiency,1
DB00006,noonan syndrome,1
DB00005,sarcoidosis,0
DB05676,hirschsprung disease,1
DB01416,long qt syndrome,0
DB00621,osteoporosis-pseudoglioma syndrome,1
DB09551,malaria,0
DB13853,burkitt lymphoma,0
DB00411,celiac disease,0
DB00434,malaria,1
DB02709,burkitt lymphoma,1
DB01121,mitochondrial complex iii deficiency,1
DB04883,multiple sclerosis,0
DB00806,huntington disease,1
DB00281,lupus nephritis,0
DB06724,osteoporosis,1
DB09550,q fever,1
DB12513,parkinson disease,0
DB06288,medulloblastoma,0
DB00233,multiple sclerosis,0
DB01320,neural tube defects,0
DB00850,crohn disease,0
DB01576,osteoporosis-pseudoglioma syndrome,0
DB01213,atherosclerosis,0
DB01197,neuroblastoma,0
DB00126,hirschsprung disease,1
DB00332,fanconi anemia,0
DB11635,gout,0
DB01115,multiple sclerosis,0
DB14123,neuroblastoma,0
DB01121,malaria,0
DB00859,dengue,0
DB09029,neural tube defects,0
DB06738,malaria,0
DB00158,coronary artery disease,1
DB06755,hypospadias,0
DB00722,osteoporosis,0
DB01164,neuroblastoma,0
DB01132,asthma,1
DB01390,costello syndrome,1
DB00635,multiple sclerosis,1
DB09140,meningioma,0
DB00549,long qt syndrome,0
DB00379,long qt syndrome,1
DB01083,atherosclerosis,1
DB00502,gout,0
DB11563,coronary artery disease,1
DB14539,osteosarcoma,0
DB00588,multiple sclerosis,0
DB09086,graves disease,0
DB01172,glioma,0
DB00460,cystic fibrosis,0
DB06558,atherosclerosis,0
DB00770,psoriasis,0
DB00754,long qt syndrome,0
DB00842,prader-willi syndrome,0
DB00133,q fever,0
DB00776,hypotrichosis,0
DB00213,graves disease,0
DB00195,glaucoma,1
DB01364,costello syndrome,0
DB11082,osteosarcoma,0
DB15227,breast cancer,0
DB00436,disseminated intravascular coagulation,0
DB08870,sarcoidosis,0
DB12243,hypoplastic left heart syndrome,0
DB09147,fanconi anemia,1
DB00808,vitiligo,0
DB06401,long qt syndrome,0
DB13954,hypoplastic left heart syndrome,0
DB01277,graves disease,0
DB06809,hypertriglyceridemia,0
DB00806,multiple myeloma,0
DB06412,diabetic retinopathy,0
DB02362,huntington disease,0
DB00252,celiac disease,0
DB01257,diabetic retinopathy,0
DB00240,frontotemporal lobar degeneration,0
