DiseaseName,DiseaseID,DrugBankID,DrugName
Lymphoma,MESH:D008223,DB00262,Carmustine
Disease,MESH:D004194,DB00262,Carmustine
Otitis Media,MESH:D010033,DB00263,Sulfisoxazole
Malaria,MESH:D008288,DB00263,Sulfisoxazole
Meningitis,MESH:D008581,DB00263,Sulfisoxazole
Infections,MESH:D007239,DB00263,Sulfisoxazole
Urinary Tract Infections,MESH:D014552,DB00263,Sulfisoxazole
Bacterial Infections,MESH:D001424,DB00263,Sulfisoxazole
Obesity,MESH:D009765,DB00264,Metoprolol
Hypertension,MESH:D006973,DB00264,Metoprolol
Heart Failure,MESH:D006333,DB00264,Metoprolol
Atrial Fibrillation,MESH:D001281,DB00264,Metoprolol
Cardiovascular Diseases,MESH:D002318,DB00264,Metoprolol
Myocardial Infarction,MESH:D009203,DB00264,Metoprolol
Vascular Diseases,MESH:D014652,DB00264,Metoprolol
Tachycardia,MESH:D013610,DB00264,Metoprolol
Death,MESH:D003643,DB00264,Metoprolol
Infarction,MESH:D007238,DB00264,Metoprolol
Disease,MESH:D004194,DB00264,Metoprolol
Thrombosis,MESH:D013927,DB00266,Dicoumarol
Infections,MESH:D007239,DB00267,Cefmenoxime
Restless Legs Syndrome,MESH:D012148,DB00268,Ropinirole
Disease,MESH:D004194,DB00268,Ropinirole
Signs and Symptoms,MESH:D012816,DB00268,Ropinirole
Infertility,MESH:D007246,DB00269,Chlorotrianisene
Tics,MESH:D020323,DB00269,Chlorotrianisene
Hypertension,MESH:D006973,DB00270,Isradipine
Essential Hypertension,MESH:D000075222,DB00270,Isradipine
Tics,MESH:D020323,DB00270,Isradipine
Seizures,MESH:D012640,DB00273,Topiramate
Mood Disorders,MESH:D019964,DB00273,Topiramate
Infections,MESH:D007239,DB00274,Cefmetazole
Hypertension,MESH:D006973,DB00275,Olmesartan
Heart Failure,MESH:D006333,DB00275,Olmesartan
Stroke,MESH:D020521,DB00275,Olmesartan
Myocardial Infarction,MESH:D009203,DB00275,Olmesartan
Infarction,MESH:D007238,DB00275,Olmesartan
Lung Diseases,MESH:D008171,DB00277,Theophylline
Emphysema,MESH:D004646,DB00277,Theophylline
Asthma,MESH:D001249,DB00277,Theophylline
Disease,MESH:D004194,DB00277,Theophylline
Thrombosis,MESH:D013927,DB00278,Argatroban
Thrombocytopenia,MESH:D013921,DB00278,Argatroban
Lethargy,MESH:D053609,DB00279,Liothyronine
Hyperthyroidism,MESH:D006980,DB00279,Liothyronine
Goiter,MESH:D006042,DB00279,Liothyronine
Constipation,MESH:D003248,DB00279,Liothyronine
Hypothyroidism,MESH:D007037,DB00279,Liothyronine
Tachycardia,MESH:D013610,DB00280,Disopyramide
Multiple Myeloma,MESH:D009101,DB00282,Pamidronic acid
Hypercalcemia,MESH:D006934,DB00282,Pamidronic acid
Disease,MESH:D004194,DB00282,Pamidronic acid
Edema,MESH:D004487,DB00283,Clemastine
Pruritus,MESH:D011537,DB00283,Clemastine
Angioedema,MESH:D000799,DB00283,Clemastine
Urticaria,MESH:D014581,DB00283,Clemastine
Skin Manifestations,MESH:D012877,DB00283,Clemastine
Rhinitis,MESH:D012220,DB00283,Clemastine
Sneezing,MESH:D012912,DB00283,Clemastine
Diabetes Mellitus,MESH:D003920,DB00284,Acarbose
Depressive Disorder,MESH:D003866,DB00285,Venlafaxine
Panic Disorder,MESH:D016584,DB00285,Venlafaxine
Carcinoma,MESH:D002277,DB00286,Conjugated estrogens
Osteoporosis,MESH:D010024,DB00286,Conjugated estrogens
Atrophy,MESH:D001284,DB00286,Conjugated estrogens
Hypogonadism,MESH:D007006,DB00286,Conjugated estrogens
Disease,MESH:D004194,DB00286,Conjugated estrogens
Hypertension,MESH:D006973,DB00287,Travoprost
Glaucoma,MESH:D005901,DB00287,Travoprost
Coma,MESH:D003128,DB00287,Travoprost
Ocular Hypertension,MESH:D009798,DB00287,Travoprost
Carcinoma,MESH:D002277,DB00290,Bleomycin
Lymphoma,MESH:D008223,DB00290,Bleomycin
Nephrotic Syndrome,MESH:D009404,DB00291,Chlorambucil
Leukemia,MESH:D007938,DB00291,Chlorambucil
Lymphoma,MESH:D008223,DB00291,Chlorambucil
C SYNDROME,OMIM:211750,DB00291,Chlorambucil
Coma,MESH:D003128,DB00291,Chlorambucil
Sarcoma,MESH:D012509,DB00291,Chlorambucil
Disease,MESH:D004194,DB00291,Chlorambucil
Pain,MESH:D010146,DB00295,Morphine
Pain,MESH:D010146,DB00296,Ropivacaine
Hepatitis,MESH:D006505,DB00300,Tenofovir disoproxil
Hepatitis B,MESH:D006509,DB00300,Tenofovir disoproxil
Edema,MESH:D004487,DB00302,Tranexamic acid
Angioedema,MESH:D000799,DB00302,Tranexamic acid
Pneumonia,MESH:D011014,DB00303,Ertapenem
Nephritis,MESH:D009393,DB00303,Ertapenem
Infections,MESH:D007239,DB00303,Ertapenem
Urinary Tract Infections,MESH:D014552,DB00303,Ertapenem
Pyelonephritis,MESH:D011704,DB00303,Ertapenem
Glaucoma,MESH:D005901,DB00305,Mitomycin
Coma,MESH:D003128,DB00305,Mitomycin
Lymphoma,MESH:D008223,DB00307,Bexarotene
Skin Manifestations,MESH:D012877,DB00307,Bexarotene
Disease,MESH:D004194,DB00307,Bexarotene
Atrial Fibrillation,MESH:D001281,DB00308,Ibutilide
Lymphoma,MESH:D008223,DB00309,Vindesine
Disease,MESH:D004194,DB00309,Vindesine
Edema,MESH:D004487,DB00310,Chlorthalidone
Nephrotic Syndrome,MESH:D009404,DB00310,Chlorthalidone
Hypertension,MESH:D006973,DB00310,Chlorthalidone
Heart Failure,MESH:D006333,DB00310,Chlorthalidone
Glomerulonephritis,MESH:D005921,DB00310,Chlorthalidone
Nephritis,MESH:D009393,DB00310,Chlorthalidone
C SYNDROME,OMIM:211750,DB00310,Chlorthalidone
Seizures,MESH:D012640,DB00311,Ethoxzolamide
Epilepsy,MESH:D004827,DB00311,Ethoxzolamide
Duodenal Ulcer,MESH:D004381,DB00311,Ethoxzolamide
Glaucoma,MESH:D005901,DB00311,Ethoxzolamide
Coma,MESH:D003128,DB00311,Ethoxzolamide
Ulcer,MESH:D014456,DB00311,Ethoxzolamide
Seizures,MESH:D012640,DB00313,Valproic acid
Status Epilepticus,MESH:D013226,DB00313,Valproic acid
Bipolar Disorder,MESH:D001714,DB00313,Valproic acid
Headache,MESH:D006261,DB00313,Valproic acid
Tuberculosis,MESH:D014376,DB00314,Capreomycin
Pain,MESH:D010146,DB00316,Acetaminophen
Asthma,MESH:D001249,DB00316,Acetaminophen
Fever,MESH:D005334,DB00316,Acetaminophen
Tics,MESH:D020323,DB00316,Acetaminophen
Pain,MESH:D010146,DB00318,Codeine
Cough,MESH:D003371,DB00318,Codeine
Infections,MESH:D007239,DB00319,Piperacillin
Headache,MESH:D006261,DB00320,Dihydroergotamine
Pain,MESH:D010146,DB00321,Amitriptyline
Depressive Disorder,MESH:D003866,DB00321,Amitriptyline
Headache,MESH:D006261,DB00321,Amitriptyline
Spasm,MESH:D013035,DB00321,Amitriptyline
Irritable Bowel Syndrome,MESH:D043183,DB00321,Amitriptyline
Carcinoma,MESH:D002277,DB00322,Floxuridine
Adenocarcinoma,MESH:D000230,DB00322,Floxuridine
Disease,MESH:D004194,DB00323,Tolcapone
Inflammation,MESH:D007249,DB00324,Fluorometholone
Heart Failure,MESH:D006333,DB00325,Nitroprusside
Alkalosis,MESH:D000471,DB00326,Calcium glucoheptonate
Hypocalcemia,MESH:D006996,DB00326,Calcium glucoheptonate
Tetany,MESH:D013746,DB00326,Calcium glucoheptonate
Vitamin D Deficiency,MESH:D014808,DB00326,Calcium glucoheptonate
Pain,MESH:D010146,DB00327,Hydromorphone
Cough,MESH:D003371,DB00327,Hydromorphone
Chronic Pain,MESH:D059350,DB00327,Hydromorphone
Pain,MESH:D010146,DB00328,Indomethacin
Chronic Disease,MESH:D002908,DB00328,Indomethacin
Gout,MESH:D006073,DB00328,Indomethacin
Osteoarthritis,MESH:D010003,DB00328,Indomethacin
Arthritis,MESH:D001168,DB00328,Indomethacin
Disease,MESH:D004194,DB00328,Indomethacin
Tics,MESH:D020323,DB00328,Indomethacin
Tuberculosis,MESH:D014376,DB00330,Ethambutol
Diabetes Mellitus,MESH:D003920,DB00331,Metformin
Emphysema,MESH:D004646,DB00332,Ipratropium
Asthma,MESH:D001249,DB00332,Ipratropium
Rhinitis,MESH:D012220,DB00332,Ipratropium
Disease,MESH:D004194,DB00332,Ipratropium
Spasm,MESH:D013035,DB00332,Ipratropium
Sialorrhea,MESH:D012798,DB00332,Ipratropium
Sneezing,MESH:D012912,DB00332,Ipratropium
Pain,MESH:D010146,DB00333,Methadone
Schizophrenia,MESH:D012559,DB00334,Olanzapine
Bipolar Disorder,MESH:D001714,DB00334,Olanzapine
Psychomotor Agitation,MESH:D011595,DB00334,Olanzapine
Hallucinations,MESH:D006212,DB00334,Olanzapine
Atherosclerosis,MESH:D050197,DB00335,Atenolol
Hypertension,MESH:D006973,DB00335,Atenolol
Heart Failure,MESH:D006333,DB00335,Atenolol
Atrial Fibrillation,MESH:D001281,DB00335,Atenolol
Myocardial Infarction,MESH:D009203,DB00335,Atenolol
Tachycardia,MESH:D013610,DB00335,Atenolol
Angina Pectoris,MESH:D000787,DB00335,Atenolol
Headache,MESH:D006261,DB00335,Atenolol
Infarction,MESH:D007238,DB00335,Atenolol
Sclerosis,MESH:D012598,DB00335,Atenolol
Thyrotoxicosis,MESH:D013971,DB00335,Atenolol
Infections,MESH:D007239,DB00336,Nitrofural
Ulcer,MESH:D014456,DB00336,Nitrofural
Burns,MESH:D002056,DB00336,Nitrofural
Dermatitis,MESH:D003872,DB00337,Pimecrolimus
Gastroesophageal Reflux,MESH:D005764,DB00338,Omeprazole
Recurrence,MESH:D012008,DB00338,Omeprazole
Duodenal Ulcer,MESH:D004381,DB00338,Omeprazole
Ulcer,MESH:D014456,DB00338,Omeprazole
Disease,MESH:D004194,DB00338,Omeprazole
Esophagitis,MESH:D004941,DB00338,Omeprazole
Tuberculosis,MESH:D014376,DB00339,Pyrazinamide
Pruritus,MESH:D011537,DB00341,Cetirizine
Urticaria,MESH:D014581,DB00341,Cetirizine
Skin Manifestations,MESH:D012877,DB00341,Cetirizine
Rhinitis,MESH:D012220,DB00341,Cetirizine
Sneezing,MESH:D012912,DB00341,Cetirizine
Fever,MESH:D005334,DB00342,Terfenadine
Rhinitis,MESH:D012220,DB00342,Terfenadine
Hypertension,MESH:D006973,DB00343,Diltiazem
Atrial Fibrillation,MESH:D001281,DB00343,Diltiazem
Proteinuria,MESH:D011507,DB00343,Diltiazem
Tachycardia,MESH:D013610,DB00343,Diltiazem
Hyperplasia,MESH:D006965,DB00346,Alfuzosin
Prostatic Hyperplasia,MESH:D011470,DB00346,Alfuzosin
Signs and Symptoms,MESH:D012816,DB00346,Alfuzosin
Seizures,MESH:D012640,DB00347,Trimethadione
Seizures,MESH:D012640,DB00349,Clobazam
Hypertension,MESH:D006973,DB00350,Minoxidil
Alopecia,MESH:D000505,DB00350,Minoxidil
Weight Loss,MESH:D015431,DB00351,Megestrol acetate
Anorexia,MESH:D000855,DB00351,Megestrol acetate
Cachexia,MESH:D002100,DB00351,Megestrol acetate
Acquired Immunodeficiency Syndrome,MESH:D000163,DB00351,Megestrol acetate
Leukemia,MESH:D007938,DB00352,Tioguanine
Nausea,MESH:D009325,DB00354,Buclizine
Vomiting,MESH:D014839,DB00354,Buclizine
Infections,MESH:D007239,DB00355,Aztreonam
Respiratory Tract Infections,MESH:D012141,DB00355,Aztreonam
Urinary Tract Infections,MESH:D014552,DB00355,Aztreonam
Pain,MESH:D010146,DB00356,Chlorzoxazone
Carcinoma,MESH:D002277,DB00357,Aminoglutethimide
Carcinoma in Situ,MESH:D002278,DB00357,Aminoglutethimide
Malaria,MESH:D008288,DB00358,Mefloquine
Fever,MESH:D005334,DB00359,Sulfadiazine
Meningitis,MESH:D008581,DB00359,Sulfadiazine
Fibroma,MESH:D005350,DB00361,Vinorelbine
Lymphoma,MESH:D008223,DB00361,Vinorelbine
Candidiasis,MESH:D002177,DB00362,Anidulafungin
Peritonitis,MESH:D010538,DB00362,Anidulafungin
Infections,MESH:D007239,DB00362,Anidulafungin
Schizophrenia,MESH:D012559,DB00363,Clozapine
Neutropenia,MESH:D009503,DB00363,Clozapine
Death,MESH:D003643,DB00363,Clozapine
Recurrence,MESH:D012008,DB00364,Sucralfate
Duodenal Ulcer,MESH:D004381,DB00364,Sucralfate
Ulcer,MESH:D014456,DB00364,Sucralfate
Peptic Ulcer,MESH:D010437,DB00364,Sucralfate
Disease,MESH:D004194,DB00364,Sucralfate
Pneumonia,MESH:D011014,DB00365,Grepafloxacin
Infections,MESH:D007239,DB00365,Grepafloxacin
Hyperplasia,MESH:D006965,DB00367,Levonorgestrel
Endometriosis,MESH:D004715,DB00367,Levonorgestrel
Osteoporosis,MESH:D010024,DB00367,Levonorgestrel
Endometrial Hyperplasia,MESH:D004714,DB00367,Levonorgestrel
Hypotension,MESH:D007022,DB00368,Norepinephrine
Shock,MESH:D012769,DB00368,Norepinephrine
Retinitis,MESH:D012173,DB00369,Cidofovir
Acquired Immunodeficiency Syndrome,MESH:D000163,DB00369,Cidofovir
Depressive Disorder,MESH:D003866,DB00370,Mirtazapine
Panic Disorder,MESH:D016584,DB00370,Mirtazapine
Headache,MESH:D006261,DB00370,Mirtazapine
Anxiety Disorders,MESH:D001008,DB00371,Meprobamate
Nausea,MESH:D009325,DB00372,Thiethylperazine
Vomiting,MESH:D014839,DB00372,Thiethylperazine
Hypertension,MESH:D006973,DB00373,Timolol
Glaucoma,MESH:D005901,DB00373,Timolol
Coma,MESH:D003128,DB00373,Timolol
Headache,MESH:D006261,DB00373,Timolol
Ocular Hypertension,MESH:D009798,DB00373,Timolol
Hypertension,MESH:D006973,DB00374,Treprostinil
Pulmonary Arterial Hypertension,MESH:D000081029,DB00374,Treprostinil
Disease,MESH:D004194,DB00374,Treprostinil
Hypercholesterolemia,MESH:D006937,DB00375,Colestipol
Hypertriglyceridemia,MESH:D015228,DB00375,Colestipol
Disease,MESH:D004194,DB00375,Colestipol
Nausea,MESH:D009325,DB00377,Palonosetron
Vomiting,MESH:D014839,DB00377,Palonosetron
Tachycardia,MESH:D013610,DB00379,Mexiletine
Ventricular Fibrillation,MESH:D014693,DB00379,Mexiletine
Hypertension,MESH:D006973,DB00381,Amlodipine
Heart Failure,MESH:D006333,DB00381,Amlodipine
Coronary Artery Disease,MESH:D003324,DB00381,Amlodipine
Disease,MESH:D004194,DB00381,Amlodipine
Dementia,MESH:D003704,DB00382,Tacrine
Ulcer,MESH:D014456,DB00383,Oxyphencyclimine
Peptic Ulcer,MESH:D010437,DB00383,Oxyphencyclimine
Disease,MESH:D004194,DB00383,Oxyphencyclimine
Spasm,MESH:D013035,DB00383,Oxyphencyclimine
Edema,MESH:D004487,DB00384,Triamterene
Nephrotic Syndrome,MESH:D009404,DB00384,Triamterene
Hypertension,MESH:D006973,DB00384,Triamterene
Heart Failure,MESH:D006333,DB00384,Triamterene
Hypokalemia,MESH:D007008,DB00384,Triamterene
Hyperaldosteronism,MESH:D006929,DB00384,Triamterene
C SYNDROME,OMIM:211750,DB00384,Triamterene
Tics,MESH:D020323,DB00384,Triamterene
Disease,MESH:D004194,DB00387,Procyclidine
Hypotension,MESH:D007022,DB00388,Phenylephrine
Shock,MESH:D012769,DB00388,Phenylephrine
Hemorrhoids,MESH:D006484,DB00388,Phenylephrine
Hyperthyroidism,MESH:D006980,DB00389,Carbimazole
Thyrotoxicosis,MESH:D013971,DB00389,Carbimazole
Heart Failure,MESH:D006333,DB00390,Digoxin
Atrial Fibrillation,MESH:D001281,DB00390,Digoxin
Schizophrenia,MESH:D012559,DB00391,Sulpiride
Tremor,MESH:D014202,DB00392,Profenamine
Disease,MESH:D004194,DB00392,Profenamine
Sialorrhea,MESH:D012798,DB00392,Profenamine
Subarachnoid Hemorrhage,MESH:D013345,DB00393,Nimodipine
Hemorrhage,MESH:D006470,DB00393,Nimodipine
Aneurysm,MESH:D000783,DB00393,Nimodipine
Dermatitis,MESH:D003872,DB00394,Beclomethasone dipropionate
Recurrence,MESH:D012008,DB00394,Beclomethasone dipropionate
Pruritus,MESH:D011537,DB00394,Beclomethasone dipropionate
Asthma,MESH:D001249,DB00394,Beclomethasone dipropionate
Nasal Polyps,MESH:D009298,DB00394,Beclomethasone dipropionate
Psoriasis,MESH:D011565,DB00394,Beclomethasone dipropionate
Eczema,MESH:D004485,DB00394,Beclomethasone dipropionate
Rhinitis,MESH:D012220,DB00394,Beclomethasone dipropionate
Spasm,MESH:D013035,DB00394,Beclomethasone dipropionate
Polyps,MESH:D011127,DB00394,Beclomethasone dipropionate
Pain,MESH:D010146,DB00395,Carisoprodol
Hyperplasia,MESH:D006965,DB00396,Progesterone
Endometrial Hyperplasia,MESH:D004714,DB00396,Progesterone
Amenorrhea,MESH:D000568,DB00396,Progesterone
Obesity,MESH:D009765,DB00397,Phenylpropanolamine
Carcinoma,MESH:D002277,DB00398,Sorafenib
Osteoporosis,MESH:D010024,DB00399,Zoledronic acid
Multiple Myeloma,MESH:D009101,DB00399,Zoledronic acid
Hypercalcemia,MESH:D006934,DB00399,Zoledronic acid
Disease,MESH:D004194,DB00399,Zoledronic acid
Infections,MESH:D007239,DB00400,Griseofulvin
Hypertension,MESH:D006973,DB00401,Nisoldipine
Panic Disorder,MESH:D016584,DB00404,Alprazolam
Fever,MESH:D005334,DB00405,Dexbrompheniramine
Infections,MESH:D007239,DB00406,Gentian violet cation
Disease,MESH:D004194,DB00406,Gentian violet cation
Thrombosis,MESH:D013927,DB00407,Ardeparin
Pulmonary Embolism,MESH:D011655,DB00407,Ardeparin
Embolism,MESH:D004617,DB00407,Ardeparin
Schizophrenia,MESH:D012559,DB00408,Loxapine
Psychotic Disorders,MESH:D011618,DB00408,Loxapine
Tic Disorders,MESH:D013981,DB00408,Loxapine
Schizophrenia,MESH:D012559,DB00409,Remoxipride
Infections,MESH:D007239,DB00410,Mupirocin
Miosis,MESH:D015877,DB00411,Carbamoylcholine
Cataract,MESH:D002386,DB00411,Carbamoylcholine
Diabetes Mellitus,MESH:D003920,DB00412,Rosiglitazone
Restless Legs Syndrome,MESH:D012148,DB00413,Pramipexole
Disease,MESH:D004194,DB00413,Pramipexole
Diabetes Mellitus,MESH:D003920,DB00414,Acetohexamide
Meningitis,MESH:D008581,DB00415,Ampicillin
Fever,MESH:D005334,DB00417,Phenoxymethylpenicillin
Bacteremia,MESH:D016470,DB00417,Phenoxymethylpenicillin
Infections,MESH:D007239,DB00417,Phenoxymethylpenicillin
Disease,MESH:D004194,DB00417,Phenoxymethylpenicillin
Gingivitis,MESH:D005891,DB00417,Phenoxymethylpenicillin
Hypersensitivity,MESH:D006967,DB00419,Miglustat
Disease,MESH:D004194,DB00419,Miglustat
Psychomotor Agitation,MESH:D011595,DB00420,Promazine
Edema,MESH:D004487,DB00421,Spironolactone
Hyperplasia,MESH:D006965,DB00421,Spironolactone
Nephrotic Syndrome,MESH:D009404,DB00421,Spironolactone
Hypertension,MESH:D006973,DB00421,Spironolactone
Adenoma,MESH:D000236,DB00421,Spironolactone
Heart Failure,MESH:D006333,DB00421,Spironolactone
Essential Hypertension,MESH:D000075222,DB00421,Spironolactone
Hyperaldosteronism,MESH:D006929,DB00421,Spironolactone
C SYNDROME,OMIM:211750,DB00421,Spironolactone
Ascites,MESH:D001201,DB00421,Spironolactone
Disease,MESH:D004194,DB00421,Spironolactone
Acne Vulgaris,MESH:D000152,DB00421,Spironolactone
Hirsutism,MESH:D006628,DB00421,Spironolactone
Tics,MESH:D020323,DB00421,Spironolactone
Narcolepsy,MESH:D009290,DB00422,Methylphenidate
Pain,MESH:D010146,DB00423,Methocarbamol
Spasm,MESH:D013035,DB00423,Methocarbamol
Pain,MESH:D010146,DB00424,Hyoscyamine
Heart Block,MESH:D006327,DB00424,Hyoscyamine
Rhinitis,MESH:D012220,DB00424,Hyoscyamine
Infections,MESH:D007239,DB00426,Famciclovir
Herpes Simplex,MESH:D006561,DB00426,Famciclovir
Edema,MESH:D004487,DB00427,Triprolidine
Angioedema,MESH:D000799,DB00427,Triprolidine
Urticaria,MESH:D014581,DB00427,Triprolidine
Skin Manifestations,MESH:D012877,DB00427,Triprolidine
Rhinitis,MESH:D012220,DB00427,Triprolidine
Neoplasms,MESH:D009369,DB00428,Streptozocin
Carcinoma,MESH:D002277,DB00428,Streptozocin
Hemorrhage,MESH:D006470,DB00429,Carboprost tromethamine
Infections,MESH:D007239,DB00430,Cefpiramide
Carcinoma,MESH:D002277,DB00432,Trifluridine
Adenocarcinoma,MESH:D000230,DB00432,Trifluridine
Keratitis,MESH:D007634,DB00432,Trifluridine
Herpes Simplex,MESH:D006561,DB00432,Trifluridine
Schizophrenia,MESH:D012559,DB00433,Prochlorperazine
Nausea,MESH:D009325,DB00433,Prochlorperazine
Vomiting,MESH:D014839,DB00433,Prochlorperazine
Psychotic Disorders,MESH:D011618,DB00433,Prochlorperazine
Headache,MESH:D006261,DB00433,Prochlorperazine
Tic Disorders,MESH:D013981,DB00433,Prochlorperazine
Pruritus,MESH:D011537,DB00434,Cyproheptadine
Urticaria,MESH:D014581,DB00434,Cyproheptadine
Anaphylaxis,MESH:D000707,DB00434,Cyproheptadine
Rhinitis,MESH:D012220,DB00434,Cyproheptadine
Headache,MESH:D006261,DB00434,Cyproheptadine
Edema,MESH:D004487,DB00436,Bendroflumethiazide
Heart Failure,MESH:D006333,DB00436,Bendroflumethiazide
Gout,MESH:D006073,DB00437,Allopurinol
Leukemia,MESH:D007938,DB00437,Allopurinol
Lymphoma,MESH:D008223,DB00437,Allopurinol
Lithiasis,MESH:D020347,DB00437,Allopurinol
Signs and Symptoms,MESH:D012816,DB00437,Allopurinol
Pneumonia,MESH:D011014,DB00438,Ceftazidime
Nephritis,MESH:D009393,DB00438,Ceftazidime
Peritonitis,MESH:D010538,DB00438,Ceftazidime
Meningitis,MESH:D008581,DB00438,Ceftazidime
Infections,MESH:D007239,DB00438,Ceftazidime
Respiratory Tract Infections,MESH:D012141,DB00438,Ceftazidime
Urinary Tract Infections,MESH:D014552,DB00438,Ceftazidime
Pyelonephritis,MESH:D011704,DB00438,Ceftazidime
Hypercholesterolemia,MESH:D006937,DB00439,Cerivastatin
Otitis Media,MESH:D010033,DB00440,Trimethoprim
Diarrhea,MESH:D003967,DB00440,Trimethoprim
Pneumonia,MESH:D011014,DB00440,Trimethoprim
Infections,MESH:D007239,DB00440,Trimethoprim
Urinary Tract Infections,MESH:D014552,DB00440,Trimethoprim
Enteritis,MESH:D004751,DB00440,Trimethoprim
Carcinoma,MESH:D002277,DB00441,Gemcitabine
Adenocarcinoma,MESH:D000230,DB00441,Gemcitabine
Hepatitis,MESH:D006505,DB00442,Entecavir
Hepatitis B,MESH:D006509,DB00442,Entecavir
Disease,MESH:D004194,DB00442,Entecavir
Psoriasis,MESH:D011565,DB00443,Betamethasone
Tic Disorders,MESH:D013981,DB00443,Betamethasone
Diarrhea,MESH:D003967,DB00446,Chloramphenicol
Pneumonia,MESH:D011014,DB00447,Loracarbef
Nephritis,MESH:D009393,DB00447,Loracarbef
Sinusitis,MESH:D012852,DB00447,Loracarbef
Infections,MESH:D007239,DB00447,Loracarbef
Urinary Tract Infections,MESH:D014552,DB00447,Loracarbef
Pyelonephritis,MESH:D011704,DB00447,Loracarbef
Bacterial Infections,MESH:D001424,DB00447,Loracarbef
Gastroesophageal Reflux,MESH:D005764,DB00448,Lansoprazole
Recurrence,MESH:D012008,DB00448,Lansoprazole
Duodenal Ulcer,MESH:D004381,DB00448,Lansoprazole
Ulcer,MESH:D014456,DB00448,Lansoprazole
Disease,MESH:D004194,DB00448,Lansoprazole
Esophagitis,MESH:D004941,DB00448,Lansoprazole
Glaucoma,MESH:D005901,DB00449,Dipivefrin
Coma,MESH:D003128,DB00449,Dipivefrin
Nausea,MESH:D009325,DB00450,Droperidol
Vomiting,MESH:D014839,DB00450,Droperidol
Hypothyroidism,MESH:D007037,DB00451,Levothyroxine
Corneal Injuries,MESH:D065306,DB00452,Framycetin
Infections,MESH:D007239,DB00452,Framycetin
Ulcer,MESH:D014456,DB00452,Framycetin
Corneal Ulcer,MESH:D003320,DB00452,Framycetin
Acne Vulgaris,MESH:D000152,DB00453,Clomocycline
Brucellosis,MESH:D002006,DB00453,Clomocycline
Pain,MESH:D010146,DB00454,Meperidine
Urticaria,MESH:D014581,DB00455,Loratadine
Rhinitis,MESH:D012220,DB00455,Loratadine
Infections,MESH:D007239,DB00456,Cefalotin
Hypertension,MESH:D006973,DB00457,Prazosin
Asthma,MESH:D001249,DB00457,Prazosin
Disease,MESH:D004194,DB00457,Prazosin
Tics,MESH:D020323,DB00457,Prazosin
Schizophrenia,MESH:D012559,DB00458,Imipramine
Pain,MESH:D010146,DB00458,Imipramine
Bipolar Disorder,MESH:D001714,DB00458,Imipramine
Panic Disorder,MESH:D016584,DB00458,Imipramine
Neuralgia,MESH:D009437,DB00458,Imipramine
Psoriasis,MESH:D011565,DB00459,Acitretin
Macular Degeneration,MESH:D008268,DB00460,Verteporfin
Myopia,MESH:D009216,DB00460,Verteporfin
Choroidal Neovascularization,MESH:D020256,DB00460,Verteporfin
Osteoarthritis,MESH:D010003,DB00461,Nabumetone
Arthritis,MESH:D001168,DB00461,Nabumetone
Nausea,MESH:D009325,DB00462,Methscopolamine bromide
Vomiting,MESH:D014839,DB00462,Methscopolamine bromide
Ulcer,MESH:D014456,DB00462,Methscopolamine bromide
Peptic Ulcer,MESH:D010437,DB00462,Methscopolamine bromide
Epilepsy,MESH:D004827,DB00463,Metharbital
Varicose Veins,MESH:D014648,DB00464,Sodium tetradecyl sulfate
Pain,MESH:D010146,DB00465,Ketorolac
Osteoarthritis,MESH:D010003,DB00465,Ketorolac
Arthritis,MESH:D001168,DB00465,Ketorolac
