pathway_id,ko_id,kegg_gene,uniprot_id
map01100,K02112,vch:VC_2764,Q9KNH5
map01100,K02113,vch:VC_2767,Q9KNH2
map01100,K02114,vch:VC_2763,Q9KNH6
map01100,K02115,vch:VC_2765,Q9KNH4
map01100,K02160,vch:VC_0296,Q9KV61
map01100,K02169,vch:VC_1114,Q9KSZ2
map01100,K02170,vch:VC_2718,Q9KNL4
map01100,K02226,vch:VC_1240,Q9KSL6
map01100,K02227,vch:VC_2380,Q9KPI7
map01100,K02231,vch:VC_1239,Q9KSL7
map01100,K02232,vch:VC_A0727,Q9KLL6
map01100,K02233,vch:VC_1238,Q9KSL8
map01100,K02303,vch:VC_2561,Q9KP18
map01100,K02361,vch:VC_0773,O07898
map01100,K02362,vch:VC_0780,Q9KTV7
map01100,K02372,vch:VC_2249,Q9KPW3
map01100,K02437,vch:VC_A0277,Q9KMP5
map01100,K02439,vch:VC_0100,Q9KVP1
map01100,K02446,vch:VC_2688,Q9KNP3
map01100,K02472,vch:VC_0918,Q9KTI4
map01100,K02492,vch:VC_2180,Q9KQ24
map01100,K02495,vch:VC_0116,Q9KVM5
map01100,K02496,vch:VC_0118,Q9KVM3
map01100,K02500,vch:VC_1138,Q9KSW8
map01100,K02501,vch:VC_1136,Q9KSX0
map01100,K02517,vch:VC_0213,Q9KVD3
map01100,K02527,vch:VC_0233,Q9KVB3
map01100,K02535,vch:VC_2396,Q9KPH2
map01100,K02536,vch:VC_2250,Q9KPW2
map01100,K02548,vch:VC_2673,Q9KNQ8
map01100,K02549,vch:VC_1972,Q9KQM6
map01100,K02551,vch:VC_1975,Q9KQM3
map01100,K02552,vch:VC_1976,Q9KQM2
map01100,K02560,vch:VC_0212,Q9KVD4
map01100,K02563,vch:VC_2401,Q9KPG7
map01100,K02564,vch:VC_A1025,Q9KKS5
map01100,K02567,vch:VC_A0678,Q9KLR4
map01100,K02568,vch:VC_A0679,Q9KLR3
map01100,K02768,vch:VC_1820,Q9KR27
map01100,K02769,vch:VC_1823,Q9KR24
map01100,K02770,vch:VC_A0516,Q9KM72
map01100,K02777,vch:VC_0964,Q9KTD8
map01100,K02779,vch:VC_2013,Q9KQI5
map01100,K02800,vch:VC_A1045,Q9KKQ7
map01100,K02821,vch:VC_A0245,Q9KMS5
map01100,K02822,vch:VC_A0246,Q9KMS4
map01100,K02843,vch:VC_0236,Q9KVB0
map01100,K02847,vch:VC_0237,H9L4P0
map01100,K02858,vch:VC_A1060,Q9KKP2
map01100,K03077,vch:VC_A0244,Q9KMS6
map01100,K03078,vch:VC_A0242,Q9KMS8
map01100,K03079,vch:VC_A0241,Q9KMS9
map01100,K03147,vch:VC_0061,Q9KVS8
map01100,K03148,vch:VC_0063,Q9KVS6
map01100,K03149,vch:VC_0065,Q9KVS4
map01100,K03150,vch:VC_0066,Q9KVS3
map01100,K03151,vch:VC_0894,Q9KTK8
map01100,K03179,vch:VC_0094,Q9KVP7
map01100,K03181,vch:VC_0095,Q9KVP6
map01100,K03182,vch:VC_0309,Q9KV48
map01100,K03183,vch:VC_0083,Q9KVQ6
map01100,K03184,vch:VC_0963,Q9KTD9
map01100,K03185,vch:VC_2475,Q9KP98
map01100,K03186,vch:VC_2541,Q9KP38
map01100,K03269,vch:VC_1850,Q9KQZ7
map01100,K03270,vch:VC_2524,Q9KP52
map01100,K03271,vch:VC_2230,Q9KPY2
map01100,K03273,vch:VC_0908,Q9KTJ4
map01100,K03274,vch:VC_0240,Q06963
map01100,K03417,vch:VC_1336,Q9KSC2
map01100,K03426,vch:VC_0331,Q9KV27
map01100,K03430,vch:VC_A0604,Q9KLY7
map01100,K03431,vch:VC_0639,Q9KU84
map01100,K03472,vch:VC_0476,P0C6C2
map01100,K03473,vch:VC_2108,Q9KQ92
map01100,K03474,vch:VC_2458,Q9KPB5
map01100,K03475,vch:VC_A0246,Q9KMS4
map01100,K03476,vch:VC_A0248,Q9KMS2
map01100,K03517,vch:VC_1833,Q9KR14
map01100,K03524,vch:VC_0319,Q9KV39
map01100,K03526,vch:VC_0759,Q9KTX1
map01100,K03527,vch:VC_0685,Q9KU44
map01100,K03532,vch:VC_1693,Q9KRE9
map01100,K03533,vch:VC_1720,Q9KRC2
map01100,K03587,vch:VC_2407,Q9KPG1
map01100,K03621,vch:VC_2024,Q9KQH4
map01100,K03635,vch:VC_1028,Q9KT77
map01100,K03637,vch:VC_1026,Q9KT79
map01100,K03638,vch:VC_1025,Q9KT80
map01100,K03639,vch:VC_1024,Q9KT81
map01100,K03644,vch:VC_0943,Q9KTF9
map01100,K03651,vch:VC_2433,Q9KPD7
map01100,K03737,vch:VC_A0530,Q9KM58
map01100,K03743,vch:VC_0542,Q9KUH9
map01100,K03750,vch:VC_1527,Q9KRV7
map01100,K03750,vch:VC_A0617,Q9KLX4
map01100,K03752,vch:VC_1526,Q9KRV8
map01100,K03760,vch:VC_A1102,Q9KKK2
map01100,K03778,vch:VC_A0192,Q9KMX4
map01100,K03781,vch:VC_1585,Q9KRQ1
map01100,K03782,vch:VC_1560,Q9KRS6
map01100,K03784,vch:VC_2347,Q9KPM0
map01100,K03784,vch:VC_A0053,Q9KNB2
map01100,K03786,vch:VC_0297,Q9KV60
map01100,K03787,vch:VC_0531,Q9KUI9
map01100,K03800,vch:VC_1388,Q9KS71
map01100,K03801,vch:VC_0944,Q9KTF8
map01100,K03809,vch:VC_2166,Q9KQ38
map01100,K03821,vch:VC_A0688,Q9KLQ4
map01100,K03841,vch:VC_2544,Q9KP35
map01100,K03885,vch:VC_1890,Q9KQV8
map01100,K04042,vch:VC_2762,Q9KNH7
map01100,K04072,vch:VC_2033,Q9KQG5
map01100,K04487,vch:VC_0748,Q9KTY2
map01100,K04765,vch:VC_2450,Q9KPC2
map01100,K05306,vch:VC_A0606,Q9KLY5
map01100,K05365,vch:VC_0602,Q9KUC0
map01100,K05366,vch:VC_2635,Q9KNU5
map01100,K05368,vch:VC_0312,Q9KV46
map01100,K05515,vch:VC_0950,Q9KTF2
map01100,K05526,vch:VC_1242,Q9KSL4
map01100,K05810,vch:VC_0710,Q9KU19
map01100,K05851,vch:VC_0122,Q9KVL9
map01100,K06041,vch:VC_2523,Q9KP53
map01100,K06131,vch:VC_1670,Q9KRH2
map01100,K06287,vch:VC_0418,Q9KUU7
map01100,K06445,vch:VC_1740,Q9KRA2
map01100,K06445,vch:VC_2231,Q9KPY1
map01100,K06447,vch:VC_2616,Q9KNW4
map01100,K06718,vch:VC_A0825,Q9KLC1
map01100,K06720,vch:VC_A0823,Q9KLC3
map01100,K06879,vch:VC_0902,Q9KTK0
map01100,K06900,vch:VC_0178,Q9KVG8
map01100,K06920,vch:VC_1366,Q9KS93
map01100,K06949,vch:VC_0340,Q9KV18
map01100,K06966,vch:VC_0899,Q9KTK3
map01100,K07043,vch:VC_1615,Q9KRM1
map01100,K07106,vch:VC_0206,Q9KVE0
map01100,K07106,vch:VC_0690,Q9KU39
map01100,K07160,vch:VC_A0776,Q9KLG8
map01100,K07173,vch:VC_0557,Q9KUG4
map01100,K07258,vch:VC_0947,Q9KTF5
map01100,K07258,vch:VC_A0270,Q9KMQ0
map01100,K07259,vch:VC_0632,Q9KU91
map01100,K07751,vch:VC_0755,Q9KTX5
map01100,K07811,vch:VC_1692,Q9KRF0
map01100,K07812,vch:VC_1950,Q9KQP8
map01100,K07821,vch:VC_1951,Q9KQP7
map01100,K08281,vch:VC_A0712,Q9KLN1
map01100,K08289,vch:VC_1228,Q9KSM8
map01100,K08312,vch:VC_2721,Q9KNL1
map01100,K08325,vch:VC_A0702,Q9KLP1
map01100,K08591,vch:VC_0523,Q9KUJ7
map01100,K08680,vch:VC_1974,Q9KQM4
map01100,K08682,vch:VC_A0769,Q9KLH5
map01100,K08722,vch:VC_1978,Q9KQM0
map01100,K08723,vch:VC_A0608,Q9KLY3
map01100,K08968,vch:VC_1498,Q9KRY5
map01100,K09001,vch:VC_0691,Q9KU38
map01100,K09458,vch:VC_2019,Q9KQH9
map01100,K09788,vch:VC_1339,Q9KSB9
map01100,K09903,vch:VC_2258,Q9KPV4
map01100,K09913,vch:VC_A0970,Q9KKY0
map01100,K09953,vch:VC_1867,Q9KQY0
map01100,K10026,vch:VC_1365,Q9KS94
map01100,K11175,vch:VC_2227,Q9KPY5
map01100,K11258,vch:VC_0030,Q9KVV8
map01100,K11751,vch:VC_2174,Q9KQ30
map01100,K11752,vch:VC_2271,Q9KPU1
map01100,K11753,vch:VC_0681,Q9KU48
map01100,K11754,vch:VC_1001,Q9KTA2
map01100,K11755,vch:VC_1139,Q9KSW7
map01100,K12339,vch:VC_0537,Q9KUI4
map01100,K12373,vch:VC_0613,Q9KUB0
map01100,K12373,vch:VC_2217,Q9KPZ5
map01100,K12410,vch:VC_1509,Q9KRX4
map01100,K12524,vch:VC_2364,Q9KPK3
map01100,K12525,vch:VC_2684,Q9KNP7
map01100,K13010,vch:VC_0244,Q9KVA5
map01100,K13038,vch:VC_0215,Q9KVD1
map01100,K13051,vch:VC_2603,Q9KNX7
map01100,K13498,vch:VC_1171,Q9KST5
map01100,K13746,vch:VC_1624,Q9KRL3
map01100,K13747,vch:VC_1623,Q9KRL4
map01100,K13788,vch:VC_1097,Q9KT08
map01100,K14170,vch:VC_0705,Q9KU24
map01100,K14187,vch:VC_0696,Q9KU33
map01100,K14260,vch:VC_1977,Q9KQM1
map01100,K14652,vch:VC_2269,Q9KPU3
map01100,K14682,vch:VC_2316,Q9KPQ0
map01100,K15371,vch:VC_1492,Q9KRZ1
map01100,K15633,vch:VC_0336,Q9KV22
map01100,K15736,vch:VC_A0147,Q9KN19
map01100,K16011,vch:VC_0241,Q07024
map01100,K16171,vch:VC_1346,Q9KSB3
map01100,K18675,vch:VC_0612,Q9KUB1
map01100,K18676,vch:VC_0614,Q9KUA9
map01100,K18800,vch:VC_2474,Q9KP99
map01100,K18930,vch:VC_A0985,Q9KKW5
map01100,K19221,vch:VC_1040,Q9KT65
map01100,K19222,vch:VC_A0580,Q9KM09
map01100,K19285,vch:VC_0715,Q9KU15
map01100,K19745,vch:VC_0026,Q9KVW2
map01100,K20455,vch:VC_1338,Q9KSC0
map01100,K20509,vch:VC_0551,Q9KUH0
map01100,K20509,vch:VC_0792,Q9KTU5
map01100,K20862,vch:VC_0129,Q9KVL3
map01100,K21379,vch:VC_0252,H9L4Q4
map01100,K21636,vch:VC_A0511,Q9KM77
map01100,K22477,vch:VC_A0470,H9L4R4
map01100,K22602,vch:VC_A0558,Q9KM31
map01100,K23124,vch:VC_A0778,Q9KLG6
map01100,K23550,vch:VC_1784,P0C6E9
map01100,K24136,vch:VC_2637,Q9KNU3
map01100,K24138,vch:VC_1350,Q9KSA9
map01100,K24264,vch:VC_1149,Q9KSV7
map01100,K24300,vch:VC_0260,H9L4R0
map01100,K24310,vch:VC_0262,Q9KV94
map01100,K24843,vch:VC_0654,Q9KU69
map01100,K24844,vch:VC_0652,Q9KU71
map01100,K24845,vch:VC_0651,Q9KU72
map01100,K24866,vch:VC_1363,Q9KS96
map01100,K25317,vch:VC_1312,Q9KSE5
map01100,K26063,vch:VC_1198,Q9KSQ8
map01100,K28207,vch:VC_1532,Q9KRV2
map01100,K28462,vch:VC_2613,Q9KNW7
map01110,K00013,vch:VC_1133,Q9F854
map01110,K00014,vch:VC_0056,Q9KVT3
map01110,K00018,vch:VC_2504,Q9KP72
map01110,K00021,vch:VC_A0723,Q9KLM0
map01110,K00024,vch:VC_0432,Q9KUT3
map01110,K00031,vch:VC_1141,Q9KSW5
map01110,K00033,vch:VC_A0898,Q9KL50
map01110,K00036,vch:VC_A0896,Q9KL52
map01110,K00052,vch:VC_2491,Q9KP82
map01110,K00053,vch:VC_0162,Q9KVI4
map01110,K00057,vch:VC_2651,Q9KNT0
map01110,K00058,vch:VC_2481,Q9KP92
map01110,K00058,vch:VC_A0630,Q9KLW1
map01110,K00059,vch:VC_2021,Q9KQH7
map01110,K00077,vch:VC_2307,Q9KPQ9
map01110,K00088,vch:VC_0767,Q9KTW3
map01110,K00099,vch:VC_2254,Q9KPV8
map01110,K00111,vch:VC_A0657,Q9KLT4
map01110,K00111,vch:VC_A0747,Q9KLJ7
map01110,K00112,vch:VC_A0748,Q9KLJ6
map01110,K00113,vch:VC_A0749,Q9KLJ5
map01110,K00128,vch:VC_0819,P0C6D7
map01110,K00133,vch:VC_2036,Q9KQG2
map01110,K00133,vch:VC_2107,P23247
map01110,K00134,vch:VC_2000,Q9KQJ8
map01110,K00134,vch:VC_A0843,Q9KLA3
map01110,K00138,vch:VC_1819,Q9KR28
map01110,K00145,vch:VC_2644,Q9KNT6
map01110,K00147,vch:VC_2273,Q9KPT9
map01110,K00163,vch:VC_2414,Q9KPF4
map01110,K00164,vch:VC_2087,Q9KQB3
map01110,K00209,vch:VC_1738,Q9KRA3
map01110,K00209,vch:VC_A0784,Q9KLG0
map01110,K00215,vch:VC_2391,Q9KPH7
map01110,K00216,vch:VC_0774,Q56632
map01110,K00228,vch:VC_0055,Q9KVT4
map01110,K00230,vch:VC_2755,Q9KNI4
map01110,K00239,vch:VC_2089,Q9KQB1
map01110,K00240,vch:VC_2088,Q9KQB2
map01110,K00241,vch:VC_2091,Q9KQA9
map01110,K00242,vch:VC_2090,Q9KQB0
map01110,K00244,vch:VC_2656,Q9KNS5
map01110,K00245,vch:VC_2657,Q9KNS4
map01110,K00246,vch:VC_2658,Q9KNS3
map01110,K00247,vch:VC_2659,Q9KNS2
map01110,K00265,vch:VC_2373,Q9KPJ4
map01110,K00265,vch:VC_2376,Q9KPJ1
map01110,K00266,vch:VC_2374,Q9KPJ3
map01110,K00266,vch:VC_2377,Q9KPJ0
map01110,K00286,vch:VC_0460,Q9KUQ5
map01110,K00382,vch:VC_2412,Q9KPF6
map01110,K00382,vch:VC_2638,Q9KNU2
map01110,K00548,vch:VC_0390,Q9KUW9
map01110,K00549,vch:VC_1704,Q9KRD8
map01110,K00568,vch:VC_1257,Q9KSJ9
map01110,K00600,vch:VC_0941,Q9KTG1
map01110,K00600,vch:VC_A0278,Q9KMP4
map01110,K00602,vch:VC_0276,Q9KV80
map01110,K00606,vch:VC_0592,Q9KUD0
map01110,K00611,vch:VC_2508,Q9KP68
map01110,K00615,vch:VC_0473,Q9KUP2
map01110,K00615,vch:VC_A0624,Q9KLW7
map01110,K00616,vch:VC_A0623,Q9KLW8
map01110,K00626,vch:VC_A0690,Q9KLQ2
map01110,K00627,vch:VC_2413,Q9KPF5
map01110,K00631,vch:VC_0093,Q9KVP8
map01110,K00632,vch:VC_1046,Q9KT59
map01110,K00632,vch:VC_2759,Q9KNI0
map01110,K00640,vch:VC_0919,Q9KTI3
map01110,K00640,vch:VC_0923,Q9KTH9
map01110,K00640,vch:VC_2649,Q9KNT2
map01110,K00645,vch:VC_2022,Q9KQH6
map01110,K00651,vch:VC_1611,Q9KRM5
map01110,K00655,vch:VC_2513,Q9KP63
map01110,K00658,vch:VC_2086,Q9KQB4
map01110,K00688,vch:VC_A0013,Q9KNF1
map01110,K00700,vch:VC_A0016,Q9KNE8
map01110,K00703,vch:VC_1726,Q9KRB6
map01110,K00705,vch:VC_A0014,Q9KNF0
map01110,K00760,vch:VC_0585,Q9KUD7
map01110,K00764,vch:VC_1004,Q9KT99
map01110,K00765,vch:VC_1132,Q9KSX4
map01110,K00766,vch:VC_1172,Q9KST4
map01110,K00769,vch:VC_2277,Q9KPT5
map01110,K00789,vch:VC_0472,Q9KUP3
map01110,K00791,vch:VC_0346,Q9KV12
map01110,K00793,vch:VC_2270,Q9KPU2
map01110,K00794,vch:VC_2268,Q9KPU4
map01110,K00795,vch:VC_0890,Q9KTL2
map01110,K00800,vch:VC_1732,Q9KRB0
map01110,K00806,vch:VC_2256,Q9KPV6
map01110,K00813,vch:VC_A0513,Q9KM75
map01110,K00817,vch:VC_1134,Q9KSX2
map01110,K00821,vch:VC_2618,Q9KNW2
map01110,K00826,vch:VC_0029,Q9KVV9
map01110,K00830,vch:VC_0392,Q9KUW7
map01110,K00831,vch:VC_1159,Q9KSU7
map01110,K00832,vch:VC_1293,Q9KSG3
map01110,K00835,vch:VC_0019,Q9KVW9
map01110,K00836,vch:VC_A0824,Q9KLC2
map01110,K00847,vch:VC_0270,Q9KV86
map01110,K00847,vch:VC_A0656,Q9KLT5
map01110,K00850,vch:VC_2689,Q9KNP2
map01110,K00851,vch:VC_0287,Q9KV70
map01110,K00864,vch:VC_A0744,Q9KLJ9
map01110,K00865,vch:VC_A0903,Q9KL45
map01110,K00872,vch:VC_2363,Q9KPK4
map01110,K00873,vch:VC_0485,Q9KUN0
map01110,K00873,vch:VC_2008,Q9KQJ0
map01110,K00873,vch:VC_A0708,Q9KLN5
map01110,K00891,vch:VC_2629,Q9KNV1
map01110,K00901,vch:VC_A0714,Q9KLM9
map01110,K00919,vch:VC_2182,Q9KQ23
map01110,K00927,vch:VC_0477,P0C6Q3
map01110,K00928,vch:VC_0391,Q9KUW8
map01110,K00928,vch:VC_0547,Q9KUH4
map01110,K00928,vch:VC_A0822,Q9KLC4
map01110,K00930,vch:VC_2643,Q9KNT7
map01110,K00931,vch:VC_2274,Q9KPT8
map01110,K00939,vch:VC_0986,Q9KTB7
map01110,K00940,vch:VC_0756,Q9KTX4
map01110,K00948,vch:VC_2183,Q9KQ22
map01110,K00956,vch:VC_2559,Q9KP20
map01110,K00957,vch:VC_2560,Q9KP19
map01110,K00963,vch:VC_0395,Q9KUW4
map01110,K00975,vch:VC_1727,Q9KRB5
map01110,K00975,vch:VC_A0699,Q9KLP4
map01110,K00981,vch:VC_1936,Q9KQR2
map01110,K00981,vch:VC_2255,Q9KPV7
map01110,K00991,vch:VC_0528,Q9KUJ2
map01110,K00997,vch:VC_2457,Q9KPB6
map01110,K00998,vch:VC_0315,Q9KV43
map01110,K01007,vch:VC_A0987,Q9KKW3
map01110,K01046,vch:VC_A0221,P15493
map01110,K01057,vch:VC_A0897,Q9KL51
map01110,K01079,vch:VC_2345,Q9KPM2
map01110,K01081,vch:VC_A0545,Q9KM44
map01110,K01089,vch:VC_1135,Q9KSX1
map01110,K01091,vch:VC_2624,Q9KNV6
map01110,K01092,vch:VC_0745,Q9KTY5
map01110,K01176,vch:VC_A0250,Q9KMS0
map01110,K01176,vch:VC_A0860,Q9KL86
map01110,K01193,vch:VC_A0655,Q9KLT6
map01110,K01214,vch:VC_A1029,Q9KKS1
map01110,K01252,vch:VC_0771,P0C6D3
map01110,K01424,vch:VC_1995,Q9KQK3
map01110,K01425,vch:VC_0454,Q9KUR1
map01110,K01438,vch:VC_2645,Q9KNT5
map01110,K01478,vch:VC_0423,Q9KUU2
map01110,K01480,vch:VC_A0814,Q9KLD2
map01110,K01497,vch:VC_1263,Q9KSJ3
map01110,K01575,vch:VC_1589,Q9KRP7
map01110,K01581,vch:VC_A1063,Q9KKN9
map01110,K01582,vch:VC_0281,Q9KV75
map01110,K01585,vch:VC_A0815,Q9KLD1
map01110,K01586,vch:VC_0125,Q9KVL7
map01110,K01588,vch:VC_0052,Q9KVT7
map01110,K01589,vch:VC_0051,Q9KVT8
map01110,K01599,vch:VC_0332,Q9KV26
map01110,K01610,vch:VC_2738,Q9KNK0
map01110,K01613,vch:VC_0339,Q9KV19
map01110,K01620,vch:VC_A0765,Q9KLH9
map01110,K01624,vch:VC_0478,Q9KUN7
map01110,K01626,vch:VC_0695,Q9KU34
map01110,K01626,vch:VC_1507,Q9KRX6
map01110,K01637,vch:VC_0736,Q9KTZ4
map01110,K01638,vch:VC_0734,Q9KTZ6
map01110,K01647,vch:VC_2092,Q9KQA8
map01110,K01649,vch:VC_2490,Q9KP83
map01110,K01652,vch:VC_0031,Q9KVV7
map01110,K01652,vch:VC_1590,Q9KRP6
map01110,K01652,vch:VC_2483,Q9KP90
map01110,K01653,vch:VC_2482,Q9KP91
map01110,K01657,vch:VC_1174,Q9KST2
map01110,K01658,vch:VC_1173,Q9KST3
map01110,K01659,vch:VC_1337,Q9KSC1
map01110,K01661,vch:VC_1973,Q9KQM5
map01110,K01662,vch:VC_0889,Q9KTL3
map01110,K01676,vch:VC_1304,Q9KSF2
map01110,K01679,vch:VC_1573,Q9KRR3
map01110,K01682,vch:VC_0604,Q9KUB8
map01110,K01687,vch:VC_0028,Q9KVW0
map01110,K01689,vch:VC_2447,Q9KPC5
map01110,K01695,vch:VC_1169,Q9KST7
map01110,K01696,vch:VC_1170,Q9KST6
map01110,K01698,vch:VC_0105,Q9KVN6
map01110,K01703,vch:VC_2492,Q9KP81
map01110,K01704,vch:VC_2493,Q9KP80
map01110,K01714,vch:VC_2157,Q9KQ47
map01110,K01719,vch:VC_0119,Q9KVM2
map01110,K01733,vch:VC_2362,Q9KPK5
map01110,K01735,vch:VC_2628,Q9KNV2
map01110,K01736,vch:VC_2116,Q9KQ85
map01110,K01738,vch:VC_0968,Q9KTD4
map01110,K01738,vch:VC_1061,Q9KT44
map01110,K01739,vch:VC_2683,Q9KNP8
map01110,K01749,vch:VC_0120,Q9KVM1
map01110,K01752,vch:VC_1300,Q9KSF6
map01110,K01752,vch:VC_A0666,Q9KLS5
map01110,K01754,vch:VC_0027,Q9KVW1
map01110,K01755,vch:VC_2641,Q9KNT9
map01110,K01756,vch:VC_1126,Q9KSY0
map01110,K01760,vch:VC_1671,Q9KRH1
map01110,K01770,vch:VC_0529,Q9KUJ1
map01110,K01772,vch:VC_0987,Q9KTB6
map01110,K01778,vch:VC_0126,Q9KVL6
map01110,K01782,vch:VC_1047,Q9KT58
map01110,K01783,vch:VC_2625,Q9KNV5
map01110,K01785,vch:VC_1594,Q9KRP2
map01110,K01792,vch:VC_2001,Q9KQJ7
map01110,K01803,vch:VC_2670,Q9KNR1
map01110,K01807,vch:VC_2480,Q9KP93
map01110,K01809,vch:VC_0269,Q9KV87
map01110,K01809,vch:VC_1827,Q9KR20
map01110,K01810,vch:VC_0374,Q9KUY4
map01110,K01814,vch:VC_1137,Q9KSW9
map01110,K01825,vch:VC_2758,Q9KNI1
map01110,K01835,vch:VC_2095,Q9KQA5
map01110,K01840,vch:VC_0242,Q06951
map01110,K01840,vch:VC_A1041,Q9KKR1
map01110,K01845,vch:VC_0626,Q9KU97
map01110,K01885,vch:VC_2214,P0C6Q1
map01110,K01895,vch:VC_0298,Q9KV59
map01110,K01902,vch:VC_2084,Q9KQB6
map01110,K01903,vch:VC_2085,Q9KQB5
map01110,K01911,vch:VC_1971,Q9KQM7
map01110,K01915,vch:VC_2746,Q9KNJ2
map01110,K01918,vch:VC_0591,Q9KUD1
map01110,K01923,vch:VC_1190,Q9KSR6
map01110,K01933,vch:VC_2226,Q9KPY6
map01110,K01940,vch:VC_2642,Q9KNT8
map01110,K01945,vch:VC_0275,Q9KV81
map01110,K01952,vch:VC_0869,Q9KTN2
map01110,K01953,vch:VC_0991,Q9KTB2
map01110,K01955,vch:VC_2389,Q9KPH9
map01110,K01956,vch:VC_2390,Q9KPH8
map01110,K01961,vch:VC_0295,Q9KV62
map01110,K01962,vch:VC_2244,Q9KPW8
map01110,K01963,vch:VC_1000,Q9KTA3
map01110,K02078,vch:VC_0248,Q9KVA1
map01110,K02078,vch:VC_2020,Q9KQH8
map01110,K02160,vch:VC_0296,Q9KV61
map01110,K02303,vch:VC_2561,Q9KP18
map01110,K02361,vch:VC_0773,O07898
map01110,K02362,vch:VC_0780,Q9KTV7
map01110,K02363,vch:VC_0772,O07899
map01110,K02364,vch:VC_1579,Q9KRQ7
map01110,K02437,vch:VC_A0277,Q9KMP5
map01110,K02439,vch:VC_0100,Q9KVP1
map01110,K02446,vch:VC_2688,Q9KNP3
map01110,K02492,vch:VC_2180,Q9KQ24
map01110,K02495,vch:VC_0116,Q9KVM5
map01110,K02496,vch:VC_0118,Q9KVM3
map01110,K02500,vch:VC_1138,Q9KSW8
map01110,K02501,vch:VC_1136,Q9KSX0
map01110,K02523,vch:VC_0434,Q9KUT1
map01110,K02548,vch:VC_2673,Q9KNQ8
map01110,K02549,vch:VC_1972,Q9KQM6
map01110,K02551,vch:VC_1975,Q9KQM3
map01110,K02552,vch:VC_1976,Q9KQM2
map01110,K02858,vch:VC_A1060,Q9KKP2
map01110,K03179,vch:VC_0094,Q9KVP7
map01110,K03181,vch:VC_0095,Q9KVP6
map01110,K03182,vch:VC_0309,Q9KV48
map01110,K03183,vch:VC_0083,Q9KVQ6
map01110,K03184,vch:VC_0963,Q9KTD9
map01110,K03185,vch:VC_2475,Q9KP98
map01110,K03186,vch:VC_2541,Q9KP38
map01110,K03526,vch:VC_0759,Q9KTX1
map01110,K03527,vch:VC_0685,Q9KU44
map01110,K03621,vch:VC_2024,Q9KQH4
map01110,K03737,vch:VC_A0530,Q9KM58
map01110,K03781,vch:VC_1585,Q9KRQ1
map01110,K03782,vch:VC_1560,Q9KRS6
map01110,K03784,vch:VC_2347,Q9KPM0
map01110,K03784,vch:VC_A0053,Q9KNB2
map01110,K03786,vch:VC_0297,Q9KV60
map01110,K03787,vch:VC_0531,Q9KUI9
map01110,K03809,vch:VC_2166,Q9KQ38
map01110,K03823,vch:VC_A0387,Q9KMG9
map01110,K03841,vch:VC_2544,Q9KP35
map01110,K04072,vch:VC_2033,Q9KQG5
map01110,K06900,vch:VC_0178,Q9KVG8
map01110,K07226,vch:VC_A0907,Q9KL41
map01110,K08289,vch:VC_1228,Q9KSM8
map01110,K08591,vch:VC_0523,Q9KUJ7
map01110,K08680,vch:VC_1974,Q9KQM4
map01110,K09913,vch:VC_A0970,Q9KKY0
map01110,K11175,vch:VC_2227,Q9KPY5
map01110,K11258,vch:VC_0030,Q9KVV8
map01110,K11751,vch:VC_2174,Q9KQ30
map01110,K11752,vch:VC_2271,Q9KPU1
map01110,K11753,vch:VC_0681,Q9KU48
map01110,K11755,vch:VC_1139,Q9KSW7
map01110,K12524,vch:VC_2364,Q9KPK3
map01110,K12525,vch:VC_2684,Q9KNP7
map01110,K13051,vch:VC_2603,Q9KNX7
map01110,K13498,vch:VC_1171,Q9KST5
map01110,K13727,vch:VC_2240,Q9KPX2
map01110,K14170,vch:VC_0705,Q9KU24
map01110,K14187,vch:VC_0696,Q9KU33
map01110,K14260,vch:VC_1977,Q9KQM1
map01110,K14652,vch:VC_2269,Q9KPU3
map01110,K14682,vch:VC_2316,Q9KPQ0
map01110,K15633,vch:VC_0336,Q9KV22
map01110,K16011,vch:VC_0241,Q07024
map01110,K18009,vch:VC_1591,Q9KRP5
map01110,K18800,vch:VC_2474,Q9KP99
map01110,K19222,vch:VC_A0580,Q9KM09
map01110,K20862,vch:VC_0129,Q9KVL3
map01110,K22477,vch:VC_A0470,H9L4R4
map01110,K24264,vch:VC_1149,Q9KSV7
map01110,K24843,vch:VC_0654,Q9KU69
map01110,K24844,vch:VC_0652,Q9KU71
map01110,K24845,vch:VC_0651,Q9KU72
map01110,K24866,vch:VC_1363,Q9KS96
map00260,K00018,vch:VC_2504,Q9KP72
map00260,K00058,vch:VC_2481,Q9KP92
map00260,K00058,vch:VC_A0630,Q9KLW1
map00260,K00060,vch:VC_A0885,Q9KL62
map00260,K00133,vch:VC_2036,Q9KQG2
map00260,K00133,vch:VC_2107,P23247
map00260,K00382,vch:VC_2412,Q9KPF6
map00260,K00382,vch:VC_2638,Q9KNU2
map00260,K00600,vch:VC_0941,Q9KTG1
map00260,K00600,vch:VC_A0278,Q9KMP4
map00260,K00639,vch:VC_A0886,Q9KL61
map00260,K00830,vch:VC_0392,Q9KUW7
map00260,K00831,vch:VC_1159,Q9KSU7
map00260,K00836,vch:VC_A0824,Q9KLC2
map00260,K00865,vch:VC_A0903,Q9KL45
map00260,K00872,vch:VC_2363,Q9KPK4
map00260,K00928,vch:VC_0391,Q9KUW8
map00260,K00928,vch:VC_0547,Q9KUH4
